Date,High,Low,Open,Close,Volume,Adj Close
2020-12-31,109.63999938964844,107.8499984741211,108.16999816894531,109.48999786376953,2982200.0,107.017822265625
2021-01-04,110.25,107.26000213623047,109.52999877929688,109.11000061035156,6192000.0,106.64640808105469
2021-01-05,110.91000366210938,108.30000305175781,108.8499984741211,110.45999908447266,4322800.0,107.96592712402344
2021-01-06,111.02999877929688,108.58999633789062,108.94999694824219,110.2300033569336,5539600.0,107.74111938476562
2021-01-07,111.62000274658203,109.25,110.27999877929688,111.30000305175781,5568800.0,108.78697204589844
2021-01-08,112.55000305175781,110.33999633789062,111.66999816894531,111.61000061035156,4242200.0,109.0899658203125
2021-01-11,111.9800033569336,110.2300033569336,111.20999908447266,110.83999633789062,3177400.0,108.33734893798828
2021-01-12,110.72000122070312,108.33999633789062,110.5199966430664,108.83999633789062,5777100.0,106.38250732421875
2021-01-13,112.9000015258789,108.25,109.08999633789062,112.1500015258789,6047100.0,109.61776733398438
2021-01-14,111.66000366210938,109.75,111.20999908447266,110.04000091552734,4391000.0,107.98871612548828
2021-01-15,111.62000274658203,109.38999938964844,110.0,111.30000305175781,4480100.0,109.22522735595703
2021-01-19,113.12999725341797,110.5199966430664,111.73999786376953,112.56999969482422,6820300.0,110.4715576171875
2021-01-20,113.52999877929688,112.0,112.6500015258789,112.88999938964844,2952100.0,110.78558349609375
2021-01-21,113.54000091552734,110.26000213623047,112.25,112.94999694824219,5028100.0,110.84446716308594
2021-01-22,113.51000213623047,111.73999786376953,113.0,112.83999633789062,4163900.0,110.73651885986328
2021-01-25,115.4000015258789,113.01000213623047,113.05999755859375,114.72000122070312,4689300.0,112.58147430419922
2021-01-26,115.12000274658203,113.79000091552734,114.25,114.7300033569336,4142400.0,112.59129333496094
2021-01-27,117.77999877929688,113.5,115.19999694824219,114.29000091552734,9104900.0,112.15950012207031
2021-01-28,124.06999969482422,117.1500015258789,117.91000366210938,120.38999938964844,11296300.0,118.1457748413086
2021-01-29,124.72000122070312,119.70999908447266,120.25,123.58999633789062,10995100.0,121.28612518310547
2021-02-01,124.81999969482422,122.5,123.23999786376953,122.54000091552734,8337100.0,120.2557144165039
2021-02-02,123.72000122070312,120.2300033569336,123.4000015258789,120.23999786376953,7277000.0,117.99857330322266
2021-02-03,120.88999938964844,118.9000015258789,119.73999786376953,120.22000122070312,4991900.0,117.97894287109375
2021-02-04,120.87000274658203,118.79000091552734,119.83000183105469,119.73999786376953,4377900.0,117.50788879394531
2021-02-05,124.31999969482422,120.04000091552734,120.43000030517578,124.02999877929688,5803400.0,121.71792602539062
2021-02-08,125.80000305175781,123.7699966430664,125.0,124.5,3456000.0,122.17916107177734
2021-02-09,125.27999877929688,123.61000061035156,124.83000183105469,125.1500015258789,3424500.0,122.81705474853516
2021-02-10,126.19999694824219,124.76000213623047,125.79000091552734,125.29000091552734,4195400.0,122.95443725585938
2021-02-11,126.87000274658203,125.19999694824219,125.69000244140625,126.83999633789062,3697400.0,124.47554016113281
2021-02-12,128.5399932861328,126.25,126.41000366210938,128.22999572753906,3658700.0,125.8396224975586
2021-02-16,128.5,126.8499984741211,128.49000549316406,128.02000427246094,5174000.0,125.63356018066406
2021-02-17,128.0,126.38999938964844,127.37000274658203,127.23999786376953,3161800.0,124.86808776855469
2021-02-18,126.66000366210938,124.06999969482422,125.47000122070312,125.41000366210938,5427900.0,123.07220458984375
2021-02-19,125.38999938964844,122.66999816894531,125.25,123.04000091552734,6204200.0,120.74636840820312
2021-02-22,122.94999694824219,120.52999877929688,122.94999694824219,122.55000305175781,4842000.0,120.26551055908203
2021-02-23,123.18000030517578,120.20999908447266,122.25,120.80000305175781,5565900.0,118.54813385009766
2021-02-24,122.91000366210938,120.66000366210938,120.80000305175781,122.37999725341797,4127400.0,120.09867858886719
2021-02-25,122.76000213623047,120.7699966430664,121.66000366210938,121.58000183105469,3468900.0,119.3135986328125
2021-02-26,122.36000061035156,119.66000366210938,122.19000244140625,119.77999877929688,5197500.0,117.54714965820312
2021-03-01,122.94999694824219,120.61000061035156,120.98999786376953,122.20999908447266,3858600.0,119.93184661865234
