,0,1,2,3
618,SELL,53840,6021446328124460968666717129044656128,324194670306220978553016050227764285931520
619,BUY,53835,9753985464447177152276219220147044352,0
620,END,53835,9753985464447177152276219220147044352,324194670306220978553016050227764285931520
621,SELL,53840,9753985464447177152276219220147044352,525154577405836017878551642812716867911680
622,BUY,53830,15777456395778094200765436342168453120,0
623,END,53830,15777456395778094200765436342168453120,525154577405836017878551642812716867911680
624,SELL,53835,15777456395778094200765436342168453120,849379365066713701298207265480638673715200
625,BUY,53845,25526140870843549042536500632156635136,0
626,END,53845,25526140870843549042536500632156635136,849379365066713701298207265480638673715200
627,SELL,53850,25526140870843549042536500632156635136,1374582685894925115940590559041634802073600
628,BUY,53845,41300667104787528827381750051203186688,0
629,SELL,54500,41300667104787528827381750051203186688,1401634622848560947322525605325172889354240
630,BUY,54510,40796815634879553216649893701119639552,0
631,END,54510,40796815634879553216649893701119639552,1401634622848560947322525605325172889354240
632,SELL,54520,40796815634879553216649893701119639552,2224242388413633241371752204585042748375040
633,BUY,54515,66504063892613879637773885626088685568,0
634,SELL,55170,66504063892613879637773885626088685568,2267802550263295332534494099670130837422080
635,BUY,55160,65726414849634620432294340227944677376,0
636,END,55160,65726414849634620432294340227944677376,2267802550263295332534494099670130837422080
637,SELL,55170,65726414849634620432294340227944677376,3626126307254342009249678750375707850833920
638,BUY,55180,106800862511220386390244348353241415680,0
639,END,55180,106800862511220386390244348353241415680,3626126307254342009249678750375707850833920
640,SELL,55190,106800862511220386390244348353241415680,5894339601994253124877585585615393731379200
641,BUY,55200,172452860518541349132234886313307799552,0
642,END,55200,172452860518541349132234886313307799552,5894339601994253124877585585615393731379200
643,SELL,55205,172452860518541349132234886313307799552,9520260164926075178845026898926157074268160
644,BUY,55200,279234375047422767778015674163351519232,0
645,END,55200,279234375047422767778015674163351519232,9520260164926075178845026898926157074268160
646,SELL,55210,279234375047422767778015674163351519232,15416529846368211009024245370558637376798720
647,BUY,55215,451580144300349752732698667205013798912,0
648,END,55215,451580144300349752732698667205013798912,15416529846368211009024245370558637376798720
649,SELL,55220,451580144300349752732698667205013798912,24936255568265313345899620403060861975920640
650,BUY,55230,730590757086945864400487395339410604032,0
651,END,55230,730590757086945864400487395339410604032,24936255568265313345899620403060861975920640
652,SELL,55235,730590757086945864400487395339410604032,40354180467697454820160921281572344713707520
653,BUY,55240,1181875146310234222278586493540635770880,0
654,END,55240,1181875146310234222278586493540635770880,40354180467697454820160921281572344713707520
655,SELL,55245,1181875146310234222278586493540635770880,65292692457908889609780510835652423162265600
656,BUY,55255,1911880618041349967197829345472235438080,0
657,END,55255,1911880618041349967197829345472235438080,65292692457908889609780510835652423162265600
658,SELL,55260,1911880618041349967197829345472235438080,105650522952964999187352049630795730308300800
659,BUY,55265,3092982104546886186330923358382190493696,0
660,END,55265,3092982104546886186330923358382190493696,105650522952964999187352049630795730308300800
661,SELL,55270,3092982104546886186330923358382190493696,170949120918306399518510134017783668586577920
662,BUY,55280,5003331746757392661761824901823505367040,0
663,END,55280,5003331746757392661761824901823505367040,170949120918306399518510134017783668586577920
664,SELL,55290,5003331746757392661761824901823505367040,276634212278216240268811298821821611743641600
665,BUY,55300,8092826399259585200818895651846154616832,0
666,END,55300,8092826399259585200818895651846154616832,276634212278216240268811298821821611743641600
667,SELL,55310,8092826399259585200818895651846154616832,447614228143047657457293118503610811856977920
668,BUY,55310,13092885773951749515950356570086813204480,0
669,END,55310,13092885773951749515950356570086813204480,447614228143047657457293118503610811856977920
670,SELL,55315,13092885773951749515950356570086813204480,724232976586141024474793973674352072405811200
671,BUY,55305,21187627525545953697359945927426773614592,0
672,END,55305,21187627525545953697359945927426773614592,724232976586141024474793973674352072405811200
673,SELL,55315,21187627525545953697359945927426773614592,1171993616575574428769465408975611982491156480
674,BUY,55315,34276682941091203586845980389483569217536,0
675,END,55315,34276682941091203586845980389483569217536,1171993616575574428769465408975611982491156480
676,SELL,55320,34276682941091203586845980389483569217536,1896186100301165382424319635146231049114091520
677,BUY,55315,55464310466637162119909204775427041656832,0
678,END,55315,55464310466637162119909204775427041656832,1896186100301165382424319635146231049114091520
679,SELL,55325,55464310466637162119909204775427041656832,3068562976566700994283976754200501079664230400
680,BUY,55315,89744091724906445969660322172522794582016,0
681,END,55315,89744091724906445969660322172522794582016,3068562976566700994283976754200501079664230400
682,SELL,55320,89744091724906445969660322172522794582016,4964643154221824591041609022583960996277125120
683,BUY,55315,145218429184306265823992483841945871843328,0
684,END,55315,145218429184306265823992483841945871843328,4964643154221824591041609022583960996277125120
685,SELL,55320,145218429184306265823992483841945871843328,8033483502475822625383264206136445630372904960
686,BUY,55310,234991874246098812301472932098765974667264,0
687,END,55310,234991874246098812301472932098765974667264,8033483502475822625383264206136445630372904960
688,SELL,55320,234991874246098812301472932098765974667264,12999750483294186296517482603703733718593044480
689,BUY,55325,380133467094939880616638840272432199106560,0
690,END,55325,380133467094939880616638840272432199106560,12999750483294186296517482603703733718593044480
691,SELL,55335,380133467094939880616638840272432199106560,21034685401698498293921710226475035737561497600
692,BUY,55330,615048518892494733258786723353431384260608,0
693,END,55330,615048518892494733258786723353431384260608,21034685401698498293921710226475035737561497600
694,SELL,55335,615048518892494733258786723353431384260608,34033709792916196064874963336762125648060743680
695,BUY,55325,995306280199190802693197927452137853288448,0
696,END,55325,995306280199190802693197927452137853288448,34033709792916196064874963336762125648060743680
697,SELL,55335,995306280199190802693197927452137853288448,55075273014822223067028107315564048111716270080
698,BUY,55335,1610174929880481132930572109931810985607168,0
699,END,55335,1610174929880481132930572109931810985607168,55075273014822223067028107315564048111716270080
700,SELL,55340,1610174929880481132930572109931810985607168,89107080619585825896377860563626419943500677120
701,BUY,55330,2605716659312464309217553660299054522826752,0
702,SELL,55995,2605716659312464309217553660299054522826752,90839882198028614662007533747725291201180467200
703,BUY,55985,2575230914704986091941587410187012181852160,0
704,END,55985,2575230914704986091941587410187012181852160,90839882198028614662007533747725291201180467200
705,SELL,55990,2575230914704986091941587410187012181852160,144187178914332171287809479096370812061902438400
706,BUY,55985,4197806286644409685144385324294394378977280,0
707,END,55985,4197806286644409685144385324294394378977280,144187178914332171287809479096370812061902438400
708,SELL,55990,4197806286644409685144385324294394378977280,235035173989220498271234134307243141278937907200
709,BUY,55995,6772057574285550775938096829019249346347008,0
710,END,55995,6772057574285550775938096829019249346347008,235035173989220498271234134307243141278937907200
711,SELL,56000,6772057574285550775938096829019249346347008,379235224159990843452533422425077963395432448000
712,BUY,56010,10966551291936081197297871315386972894134272,0
713,END,56010,10966551291936081197297871315386972894134272,379235224159990843452533422425077963395432448000
714,SELL,56015,10966551291936081197297871315386972894134272,614291370617799588266640261731401286664931246080
715,BUY,56015,17735816513814705830434913163201920517537792,0
716,SELL,56690,17735816513814705830434913163201920517537792,626263046764624514702183828116562583014269255680
717,BUY,56695,17523093077367153845801653345675158369599488,0
718,END,56695,17523093077367153845801653345675158369599488,626263046764624514702183828116562583014269255680
719,SELL,56700,17523093077367153845801653345675158369599488,993559377486717623056953744699781479556290969600
720,BUY,56700,28566751477706440996291906004110497984544768,0
721,END,56700,28566751477706440996291906004110497984544768,993559377486717623056953744699781479556290969600
722,SELL,56710,28566751477706440996291906004110497984544768,1620020476300732268899713989493106340703533793280
723,BUY,56710,46081717268077465168094964988564331567251456,0
724,END,56710,46081717268077465168094964988564331567251456,1620020476300732268899713989493106340703533793280
725,SELL,56715,46081717268077465168094964988564331567251456,2613524594859013437008505939326426064836666327040
726,BUY,56710,74648468745783906164386870992674829551796224,0
727,END,56710,74648468745783906164386870992674829551796224,2613524594859013437008505939326426064836666327040
728,SELL,56715,74648468745783906164386870992674829551796224,4233687904917134238113201388349552958030122844160
729,BUY,56715,120723604997486001640166515329965711501033472,0
730,END,56715,120723604997486001640166515329965711501033472,4233687904917134238113201388349552958030122844160
731,SELL,56720,120723604997486001640166515329965711501033472,6847442875457406013030244749515655156338618531840
732,BUY,56730,195320415341962845619157796731718277028380672,0
733,END,56730,195320415341962845619157796731718277028380672,6847442875457406013030244749515655156338618531840
734,SELL,56735,195320415341962845619157796731718277028380672,11081503764426262046202917597574036447205177425920
735,BUY,56730,316022739957817000946144810461406747229683712,0
736,SELL,57420,316022739957817000946144810461406747229683712,11299559454997155776855757516792407102793659187200
737,BUY,57415,312252373731724457669066221509869733389795328,0
738,END,57415,312252373731724457669066221509869733389795328,11299559454997155776855757516792407102793659187200
739,SELL,57420,312252373731724457669066221509869733389795328,17929531299675618359357782439096720091242047733760
740,BUY,57425,508968733004860535483724767759389376288653312,0
741,END,57425,508968733004860535483724767759389376288653312,17929531299675618359357782439096720091242047733760
742,SELL,57435,508968733004860535483724767759389376288653312,29232619180134164855507732036260528827138802974720
743,BUY,57430,821122423689356237873597071149576344607653888,0
744,END,57430,821122423689356237873597071149576344607653888,29232619180134164855507732036260528827138802974720
745,SELL,57435,821122423689356237873597071149576344607653888,47161166404598175522270047781475917352540601057280
746,BUY,57425,1330251283806946469370993910160272005544280064,0
747,SELL,58120,1330251283806946469370993910160272005544280064,48085691046844003318482888549037306396393875701760
748,BUY,58125,1314231053292282144700421000845988777768779776,0
749,END,58125,1314231053292282144700421000845988777768779776,48085691046844003318482888549037306396393875701760
750,SELL,58135,1314231053292282144700421000845988777768779776,76402822283146822482158974884181557595588012277760
751,BUY,58135,2141143390719151918894713244802452488850505728,0
752,END,58135,2141143390719151918894713244802452488850505728,76402822283146822482158974884181557595588012277760
753,SELL,58145,2141143390719151918894713244802452488850505728,124496782453365088324133101619038599964212655554560
754,BUY,58150,3454483117843589231185250913700480899373596672,0
755,END,58150,3454483117843589231185250913700480899373596672,124496782453365088324133101619038599964212655554560
756,SELL,58155,3454483117843589231185250913700480899373596672,200895465718193931739578266886251466703071514460160
757,BUY,58150,5595442403370074059322078302642624406631743488,0
758,END,58150,5595442403370074059322078302642624406631743488,200895465718193931739578266886251466703071514460160
759,SELL,58155,5595442403370074059322078302642624406631743488,325402952967986656919875463690181822367669042544640
760,BUY,58160,9048666462760724450524890120707558131615399936,0
761,END,58160,9048666462760724450524890120707558131615399936,325402952967986656919875463690181822367669042544640
762,SELL,58165,9048666462760724450524890120707558131615399936,526315684806477537664780233870955118725409737277440
763,BUY,58160,14643627827409737558342741743222631402563436544,0
764,END,58160,14643627827409737558342741743222631402563436544,526315684806477537664780233870955118725409737277440
765,SELL,58165,14643627827409737558342741743222631402563436544,851746612581287385081005573494544355530102286581760
766,BUY,58155,23695109264012170969649579998565853888642023424,0
767,END,58155,23695109264012170969649579998565853888642023424,851746612581287385081005573494544355530102286581760
768,SELL,58160,23695109264012170969649579998565853888642023424,1378107554794947863594819572716590062163420082339840
769,BUY,58155,38341255125611131639153789861507799368498937856,0
770,END,58155,38341255125611131639153789861507799368498937856,1378107554794947863594819572716590062163420082339840
771,SELL,58160,38341255125611131639153789861507799368498937856,2229927398105543416133184418345293611271898225704960
772,BUY,58160,62033068201940568472537277390219034177935769600,0
773,SELL,58860,62033068201940568472537277390219034177935769600,2273350545846901814063960512518446935196453264424960
774,BUY,58865,61290125654036581614206973610735762552815353856,0
775,END,58865,61290125654036581614206973610735762552815353856,2273350545846901814063960512518446935196453264424960
776,SELL,58875,61290125654036581614206973610735762552815353856,3608456147881403742536435571332068020297003958272000
777,BUY,58880,99884405442794921140895944496998303015905525760,0
778,END,58880,99884405442794921140895944496998303015905525760,3608456147881403742536435571332068020297003958272000
779,SELL,58885,99884405442794921140895944496998303015905525760,5881693214498978931381657691705745073091596884377600
780,BUY,58890,161141958572816591548848315353892886856733818880,0
781,END,58890,161141958572816591548848315353892886856733818880,5881693214498978931381657691705745073091596884377600
782,SELL,58895,161141958572816591548848315353892886856733818880,9490455650146033159269421532767521571427338262937600
783,BUY,58900,260973567994094168696171786722713207516325478400,0
784,END,58900,260973567994094168696171786722713207516325478400,9490455650146033159269421532767521571427338262937600
785,SELL,58905,260973567994094168696171786722713207516325478400,15372648022692117007047999096901421488749152305152000
786,BUY,58900,422101847283500541409448869366103325026046443520,0
787,END,58900,422101847283500541409448869366103325026046443520,15372648022692117007047999096901421488749152305152000
788,SELL,58910,422101847283500541409448869366103325026046443520,24866019823471016894430632894357146877284395987763200
789,BUY,58920,682865696328755868058443685665715780542017830912,0
790,END,58920,682865696328755868058443685665715780542017830912,24866019823471016894430632894357146877284395987763200
791,SELL,58925,682865696328755868058443685665715780542017830912,40237861156171939525343794177852302368438400686489600
792,BUY,58915,1104989674126475654361385806234936547160916754432,0
793,END,58915,1104989674126475654361385806234936547160916754432,40237861156171939525343794177852302368438400686489600
794,SELL,58925,1104989674126475654361385806234936547160916754432,65111516547902577933244658632393636041457019754905600
795,BUY,58925,1787667845690848525377702902029633764005108514816,0
796,SELL,59635,1787667845690848525377702902029633764005108514816,66380760718343080386262827692834676013900646800424960
797,BUY,59630,1766532413337803923760011942795676334292144750592,0
798,END,59630,1766532413337803923760011942795676334292144750592,66380760718343080386262827692834676013900646800424960
799,SELL,59635,1766532413337803923760011942795676334292144750592,105347160469399936993428312208620158195512052201553920
800,BUY,59645,2879019004538122750540352783018389292296918007808,0
801,END,59645,2879019004538122750540352783018389292296918007808,105347160469399936993428312208620158195512052201553920
802,SELL,59650,2879019004538122750540352783018389292296918007808,171733483620699022069732043507046921285511159165747200
803,BUY,59640,4645644684692761242787982181035112176962607513600,0
804,END,59640,4645644684692761242787982181035112176962607513600,171733483620699022069732043507046921285511159165747200
805,SELL,59645,4645644684692761242787982181035112176962607513600,277089477218499744326089197187839265794934725148672000
806,BUY,59640,7525146422129028908154161395773051359426110291968,0
807,END,59640,7525146422129028908154161395773051359426110291968,277089477218499744326089197187839265794934725148672000
808,SELL,59645,7525146422129028908154161395773051359426110291968,448837358347885929226854956450883648332970348364431360
809,BUY,59650,12169140148101844785373996124515170679267675602944,0
810,END,59650,12169140148101844785373996124515170679267675602944,448837358347885929226854956450883648332970348364431360
811,SELL,59655,12169140148101844785373996124515170679267675602944,725950055535015550671485738807952506871713188093624320
812,BUY,59665,19688704737822188731327057138747193315355327987712,0
813,END,59665,19688704737822188731327057138747193315355327987712,725950055535015550671485738807952506871713188093624320
814,SELL,59670,19688704737822188731327057138747193315355327987712,1174825011705850001598285499469045025127252421026775040
815,BUY,59670,31853135976490307747993410250508782534837596585984,0
816,END,59670,31853135976490307747993410250508782534837596585984,1174825011705850001598285499469045025127252421026775040
817,SELL,59675,31853135976490307747993410250508782534837596585984,1900835889397059114861506756699111597766433576268595200
818,BUY,59685,51528887248438070595430640297187226427130388676608,0
819,END,59685,51528887248438070595430640297187226427130388676608,1900835889397059114861506756699111597766433576268595200
820,SELL,59690,51528887248438070595430640297187226427130388676608,3075759279859268433841254919339105545435412900106731520
821,BUY,59700,83355737434172283635031421326411597652276193263616,0
822,END,59700,83355737434172283635031421326411597652276193263616,3075759279859268433841254919339105545435412900106731520
823,SELL,59710,83355737434172283635031421326411597652276193263616,4977171082194427055847726167400036495817411499770511360
824,BUY,59700,134875993378213626054621960997510073905273829851136,0
825,END,59700,134875993378213626054621960997510073905273829851136,4977171082194427055847726167400036495817411499770511360
826,SELL,59705,134875993378213626054621960997510073905273829851136,8052771184646244543591204181356338962514374011262074880
827,BUY,59705,218227416244431474663434382757418344888854871277568,0
828,END,59705,218227416244431474663434382757418344888854871277568,8052771184646244543591204181356338962514374011262074880
829,SELL,59710,218227416244431474663434382757418344888854871277568,13030359023955003352153666994445449373313524363983585280
830,BUY,59720,353014719884796123095167927780453228022791860649984,0
831,END,59720,353014719884796123095167927780453228022791860649984,13030359023955003352153666994445449373313524363983585280
832,SELL,59730,353014719884796123095167927780453228022791860649984,21085569218718872432474380326326471309801357836623544320
833,BUY,59720,571205594364953616607635173152464766071727510781952,0
834,END,59720,571205594364953616607635173152464766071727510781952,21085569218718872432474380326326471309801357836623544320
