KOR_DT,DIFF_Closing_Price,DIFF_Start_Price,DIFF_High_Price,DIFF_Low_Price,DIFF_S&P500_adj_prc,DIFF_Nasdaq_adj_prc,DIFF_Volume,DIFF_COMPANY_DEAL_VOL,DIFF_FRGN_DEAL_VOL,DIFF_KRW_USD,DIFF_KRW_EUR,DIFF_OIL_DU,DIFF_KR_INTEREST,DIFF_KR_GOLD,DIFF_COPPER,DIFF_LEAD,DIFF_NATURAL_GAS,DIFF_CORN
2014-11-18,175.0,135.0,175.0,160.0,0.489990234375,8.39990234375,2704180.0,6292845.0,-139361.0,-4.899999999999864,0.5799999999999272,,,1046.7300000000032,,,,
2014-11-19,-45.0,255.0,35.0,80.0,1.5,-17.5400390625,-6213242.0,-2187368.0,-126984.0,3.8999999999998636,0.9300000000000637,,,504.3799999999974,,,,
2014-11-20,-80.0,-230.0,-120.0,-105.0,10.4801025390625,31.43994140625,-1534363.0,-1713163.0,463178.0,7.2999999999999545,15.419999999999845,,,319.15000000000146,,,,
2014-11-21,65.0,70.0,45.0,90.0,-3.080078125,-26.72998046875,-1788620.0,1089704.0,-198543.0,8.400000000000091,6.300000000000182,,,-108.15000000000146,,,,
2014-11-25,-10.0,70.0,-35.0,0.0,10.75,11.10009765625,-18005992.0,-207887.0,398232.0,0.5,-10.950000000000045,,,241.73999999999796,,,,
2014-11-26,-45.0,-20.0,-25.0,-85.0,5.909912109375,41.919921875,6264748.0,-808456.0,-296855.0,-2.599999999999909,3.8899999999998727,,,41.729999999995925,,,,
2014-11-27,130.0,85.0,135.0,180.0,-2.3798828125,3.35986328125,12590881.0,13469647.0,246312.0,-2.900000000000091,0.4900000000000091,,,-206.5399999999936,,,,
2014-11-28,-20.0,-35.0,-30.0,-10.0,5.800048828125,29.06982421875,-20915064.0,609521.0,-127400.0,-10.5,-12.769999999999982,,,-489.6000000000058,,,,
2014-12-02,-20.0,-150.0,-115.0,-60.0,-14.1201171875,-64.27978515625,-7763580.0,-2750421.0,-12617.0,2.2000000000000455,3.849999999999909,,,-661.0899999999965,,,,
2014-12-03,50.0,70.0,90.0,85.0,13.110107421875,28.4599609375,-600497.0,1104213.0,-44404.0,0.0,-0.5499999999999545,,,1191.4300000000003,,,,
2014-12-04,245.0,10.0,220.0,60.0,7.780029296875,18.66015625,16247172.0,13280683.0,-101622.0,1.7000000000000455,-10.460000000000036,,,355.29999999999563,,,,
2014-12-05,-10.0,200.0,20.0,200.0,-2.41015625,-5.0302734375,-18700393.0,1911857.0,96745.0,2.599999999999909,1.9800000000000182,,,87.5,,,,
2014-12-09,-65.0,-75.0,-125.0,-110.0,-15.06005859375,-40.06982421875,113142.0,162738.0,-3102.0,5.0,-6.25,,,-108.49000000000524,,,,
2014-12-10,-320.0,-65.0,-105.0,-260.0,-0.489990234375,25.7802734375,13922130.0,-11188733.0,-329627.0,-11.0,-2.729999999999791,,,-45.98999999999796,,,,
2014-12-11,-285.0,-400.0,-335.0,-305.0,-33.6800537109375,-82.4501953125,8977240.0,-12595460.0,5433.0,-5.099999999999909,-3.3200000000001637,,,722.739999999998,,,,
2014-12-12,35.0,-95.0,-135.0,-30.0,9.18994140625,24.14013671875,-19896029.0,-3303819.0,179093.0,-3.2000000000000455,3.630000000000109,,,-429.4799999999959,,,,
2014-12-16,-160.0,110.0,-10.0,60.0,-12.699951171875,-48.43994140625,2273984.0,-7607023.0,142257.0,-2.900000000000091,-0.849999999999909,,,-462.1999999999971,,,,
2014-12-17,-65.0,25.0,-70.0,15.0,-16.8900146484375,-57.330078125,-3178306.0,-4405771.0,299.0,-14.399999999999864,-14.230000000000018,,,-1072.9100000000035,,,,
2014-12-18,-25.0,25.0,80.0,-165.0,40.1500244140625,96.47998046875,14146648.0,-8741456.0,358676.0,10.299999999999955,11.650000000000091,,,385.0,,,,
2014-12-19,305.0,0.0,120.0,310.0,48.3399658203125,104.08984375,-2666899.0,10304448.0,-65724.0,3.900000000000091,-10.970000000000027,,,294.4499999999971,,,,
2014-12-23,-15.0,90.0,-5.0,105.0,7.89013671875,16.0400390625,-7930804.0,2212980.0,189414.0,-3.2000000000000455,-5.580000000000155,,,-148.75,,,,
2014-12-24,65.0,-50.0,45.0,-25.0,3.6298828125,-16.0,5524711.0,4039630.0,-127909.0,5.0,3.050000000000182,,,-335.97000000000116,,,,
2014-12-30,-265.0,-150.0,-115.0,-260.0,1.800048828125,0.05029296875,3363736.0,-5285299.0,-116284.0,-1.400000000000091,-3.130000000000109,,,263.73999999999796,,,,
2015-01-06,-375.0,-225.0,-225.0,-185.0,-0.699951171875,-9.23974609375,25614123.0,-29437489.0,-539311.0,6.2000000000000455,-2.189999999999827,,,477.1399999999994,,,,
2015-01-07,20.0,-140.0,-125.0,-40.0,-37.6199951171875,-74.240234375,-28331480.0,-4870708.0,326478.0,-11.700000000000045,-15.420000000000073,,,176.54000000000087,,,,
2015-01-08,265.0,150.0,290.0,190.0,-17.969970703125,-59.82958984375,7284832.0,7428969.0,-232330.0,0.5,-6.0,,,220.22999999999593,,,,
2015-01-09,230.0,320.0,250.0,300.0,23.2900390625,57.72998046875,8485579.0,16069473.0,187633.0,-3.5,-12.819999999999936,,,-465.0199999999968,,,,
2015-01-13,95.0,20.0,20.0,-30.0,-17.329833984375,-32.1201171875,1511126.0,3876022.0,-115904.0,-6.599999999999909,-6.7000000000000455,,,146.0699999999997,,,,
2015-01-14,-90.0,90.0,70.0,90.0,-16.550048828125,-39.35986328125,2816901.0,-2152617.0,-36044.0,-1.2999999999999545,-1.0,,,641.6600000000035,,,,
2015-01-15,60.0,-90.0,-75.0,-70.0,-5.22998046875,-3.2099609375,-1539749.0,2413360.0,150752.0,-1.7000000000000455,-4.599999999999909,,,-566.7200000000012,,,,
2015-01-16,-300.0,-10.0,-135.0,-230.0,-11.760009765625,-22.18017578125,21865887.0,-17944846.0,244971.0,-2.599999999999909,-7.600000000000136,,,-36.61000000000058,,,,
2015-01-20,175.0,140.0,135.0,170.0,26.75,63.56005859375,7586039.0,13963375.0,15247.0,1.099999999999909,-3.6799999999998363,,,650.2900000000009,,,,
2015-01-21,55.0,85.0,35.0,40.0,3.1300048828125,20.47021484375,-8958116.0,6215097.0,198879.0,8.400000000000091,9.299999999999955,,,923.6100000000006,,,,
2015-01-22,50.0,195.0,180.0,180.0,9.5699462890625,12.56982421875,5696944.0,9250526.0,288852.0,-3.0,-4.670000000000073,,,110.77999999999884,,,,
2015-01-23,130.0,215.0,170.0,115.0,31.0299072265625,82.97998046875,979847.0,11980014.0,-218613.0,0.7000000000000455,4.3900000000001,,,-362.83000000000175,,,,
2015-01-27,160.0,175.0,140.0,220.0,5.27001953125,13.8798828125,9855948.0,8216510.0,41956.0,-0.09999999999990905,-3.1399999999998727,,,-572.060000000005,,,,
2015-01-28,15.0,-55.0,30.0,-20.0,-27.5400390625,-90.259765625,-3351958.0,4543906.0,-15315.0,-4.2000000000000455,4.980000000000018,,,-88.88999999999942,,,,
2015-01-29,-100.0,30.0,-25.0,-75.0,-27.3900146484375,-43.509765625,2245074.0,325044.0,35139.0,4.900000000000091,5.869999999999891,,,435.3000000000029,,,,
2015-01-30,-40.0,100.0,20.0,75.0,19.0899658203125,45.419921875,-5194363.0,133936.0,345170.0,10.599999999999909,5.559999999999945,,,204.59999999999854,,,,
2015-02-03,-15.0,170.0,30.0,-35.0,25.8599853515625,41.44970703125,5835908.0,-1125998.0,-124331.0,6.2000000000000455,5.379999999999882,,,707.9000000000015,,,,
2015-02-04,145.0,45.0,110.0,205.0,29.1800537109375,51.05029296875,8140733.0,10605770.0,103209.0,-2.7999999999999545,-2.0799999999999272,,,140.49000000000524,,,,
2015-02-05,-220.0,-35.0,-100.0,-190.0,-8.52001953125,-11.0400390625,-4434487.0,-7743884.0,162354.0,-13.5,-1.7300000000000182,,,-1166.2000000000044,,,,
2015-02-06,40.0,-185.0,-160.0,-35.0,21.010009765625,48.39990234375,-8740154.0,-1058954.0,-65745.0,5.0,-5.069999999999936,,,224.52000000000407,,,,
2015-02-10,-95.0,35.0,45.0,-20.0,-8.72998046875,-18.39013671875,8293093.0,-2997945.0,-143336.0,5.2999999999999545,-4.669999999999845,,,-734.5799999999945,,,,
2015-02-11,35.0,-95.0,-130.0,-10.0,21.85009765625,61.63037109375,-5807185.0,-420734.0,9316.0,-3.5,-7.019999999999982,,,-123.05000000000291,,,,
2015-02-12,-95.0,60.0,-5.0,-145.0,-0.06005859375,13.5400390625,10532814.0,-5019132.0,-178778.0,8.5,9.509999999999991,,,196.65000000000146,,,,
2015-02-13,175.0,-20.0,75.0,205.0,19.949951171875,56.4296875,-6556596.0,4324325.0,198356.0,7.0,8.579999999999927,,,-5.25,,,,
2015-02-17,40.0,-30.0,40.0,-60.0,3.35009765625,5.43017578125,1681624.0,4350019.0,-110396.0,1.2000000000000455,-0.16999999999984539,,,380.15000000000146,,,,
2015-02-24,20.0,-40.0,-70.0,0.0,12.85009765625,31.27001953125,-5185703.0,2127115.0,14649.0,4.5,3.3299999999999272,,,-843.7999999999956,,,,
2015-02-25,95.0,90.0,85.0,90.0,-0.64013671875,5.0,11149441.0,6362096.0,18150.0,2.099999999999909,1.490000000000009,,,251.25,,,,
2015-02-26,0.0,20.0,-25.0,-30.0,5.820068359375,7.14990234375,-11178568.0,687543.0,6989.0,-13.299999999999955,-9.569999999999936,,,-87.55000000000291,,,,
2015-02-27,-95.0,-50.0,-35.0,-85.0,-1.619873046875,-0.97998046875,5115521.0,249117.0,-6962.0,-3.5,-6.389999999999873,,,107.30999999999767,,,,
2015-03-03,85.0,120.0,100.0,125.0,-6.239990234375,-24.3603515625,-2184279.0,5936127.0,-87466.0,1.599999999999909,-1.7300000000000182,,,509.75,,,,
2015-03-04,-20.0,-10.0,-25.0,5.0,12.889892578125,44.5703125,-6928622.0,1252443.0,-81669.0,-3.5,-4.789999999999964,,,-468.92000000000553,,,,
2015-03-05,35.0,-20.0,30.0,-35.0,-9.60986328125,-28.2001953125,1268702.0,1339230.0,1038.0,3.0,-2.0399999999999636,,,-85.06999999999971,,,,
2015-03-06,110.0,80.0,90.0,95.0,-9.25,-12.759765625,4505351.0,5873961.0,78655.0,-0.599999999999909,-10.240000000000009,,,-81.5,,,,
2015-03-10,-85.0,-80.0,-115.0,-60.0,-29.780029296875,-55.43994140625,-1683689.0,-2291199.0,-54313.0,10.600000000000136,-0.9800000000000182,,,-336.1599999999962,,,,
2015-03-11,-5.0,-290.0,-135.0,-185.0,8.169921875,15.06982421875,1521780.0,-2073519.0,-82623.0,14.799999999999955,0.37000000000011823,,,-44.42000000000553,,,,
2015-03-12,-35.0,100.0,45.0,80.0,-35.2698974609375,-82.64990234375,1256968.0,-1491408.0,-322855.0,2.2000000000000455,-7.769999999999982,,,216.29000000000087,,,,
2015-03-13,95.0,90.0,20.0,100.0,-3.9200439453125,-9.85009765625,-2328774.0,1408266.0,27476.0,-3.7000000000000455,-7.309999999999945,,,-182.52999999999884,,,,
2015-03-17,460.0,155.0,470.0,160.0,-12.550048828125,-21.5302734375,45857425.0,27854656.0,590190.0,2.2000000000000455,-6.830000000000155,,,161.22000000000116,,,,
2015-03-18,15.0,400.0,90.0,405.0,27.7900390625,57.75,-26369584.0,7800278.0,11834.0,-4.2999999999999545,0.9900000000000091,,,-348.4100000000035,,,,
2015-03-19,70.0,145.0,85.0,40.0,-6.909912109375,7.92041015625,-4226264.0,4300773.0,64549.0,2.5,5.470000000000027,,,-146.2699999999968,,,,
2015-03-20,-60.0,-105.0,-95.0,-70.0,25.219970703125,45.39990234375,-13787017.0,-16407.0,123592.0,-9.200000000000045,-5.059999999999945,,,327.8899999999994,,,,
2015-03-24,25.0,-85.0,-105.0,-70.0,18.830078125,34.0400390625,-3958676.0,891461.0,-151903.0,-10.5,-0.16999999999984539,,,-30.389999999999418,,,,
2015-03-25,15.0,35.0,85.0,100.0,-3.68017578125,-15.44970703125,-312709.0,1574835.0,117641.0,-14.799999999999955,6.289999999999964,,,-183.51000000000204,,,,
2015-03-26,-225.0,-140.0,-125.0,-215.0,-12.919921875,-16.240234375,9037738.0,-2701251.0,32625.0,1.0,-0.33999999999991815,,,75.93000000000029,,,,
2015-03-27,-60.0,-70.0,-140.0,-50.0,-30.449951171875,-118.2099609375,-7223813.0,-2211500.0,-29793.0,3.0,9.47999999999979,,,845.3700000000026,,,,
2015-03-31,0.0,195.0,125.0,85.0,4.8701171875,27.8603515625,3106223.0,-477534.0,-227797.0,-0.8999999999998636,2.459999999999809,,,-321.8799999999974,,,,
2015-04-01,-165.0,-155.0,-130.0,-140.0,25.219970703125,56.2197265625,-758389.0,-1878371.0,27623.0,4.099999999999909,-10.089999999999918,,,-234.76000000000204,,,,
2015-04-02,25.0,-75.0,-50.0,5.0,-18.35009765625,-46.56005859375,-4191006.0,311261.0,-135321.0,-5.0,-6.139999999999873,,,-92.00999999999476,,,,
2015-04-03,165.0,5.0,80.0,45.0,-8.199951171875,-20.64990234375,477296.0,2485560.0,80462.0,-11.200000000000045,-0.9600000000000364,,,311.54999999999563,,,,
2015-04-07,-50.0,110.0,-10.0,-10.0,13.66015625,30.3798828125,102886.0,-1928908.0,68589.0,-7.899999999999864,2.5799999999999272,,,390.41999999999825,,,,
2015-04-08,170.0,-125.0,45.0,0.0,-4.2900390625,-7.08984375,4369195.0,5508546.0,187412.0,6.599999999999909,-7.160000000000082,,,-208.0899999999965,,,,
2015-04-09,-25.0,105.0,35.0,90.0,5.56982421875,40.58984375,-1510063.0,-359755.0,17804.0,0.0,0.44000000000005457,,,66.79000000000087,,,,
2015-04-10,295.0,55.0,270.0,85.0,9.280029296875,23.740234375,16782859.0,14842402.0,-27808.0,-0.5,-12.329999999999927,,,-444.0,,,,
2015-04-14,125.0,120.0,155.0,135.0,-9.630126953125,-7.72998046875,7066503.0,6900596.0,210971.0,8.700000000000045,2.839999999999918,,,182.90999999999622,,,,
2015-04-15,85.0,160.0,85.0,125.0,3.41015625,-10.9599609375,-5256532.0,3345045.0,14365.0,-7.0,-7.610000000000127,,,-547.0199999999968,,,,
2015-04-16,180.0,150.0,150.0,165.0,10.789794921875,33.72998046875,3421948.0,5625134.0,77698.0,1.099999999999909,4.009999999999991,,,25.55999999999767,,,,
2015-04-17,10.0,100.0,55.0,80.0,-1.639892578125,-3.22998046875,-6941168.0,2951766.0,92275.0,-7.899999999999864,-2.1499999999998636,,,205.02999999999884,,,,
2015-04-21,-15.0,170.0,20.0,90.0,19.219970703125,62.7900390625,-221680.0,816857.0,108192.0,-1.2000000000000455,-7.670000000000073,,,-72.68000000000029,,,,
2015-04-22,95.0,-70.0,225.0,20.0,-3.10986328125,19.5,10705777.0,6384381.0,-54101.0,2.7999999999999545,-5.430000000000064,,,-166.87999999999738,,,,
2015-04-23,370.0,205.0,160.0,120.0,10.669921875,21.06982421875,-1608432.0,6061753.0,-89780.0,-3.7999999999999545,6.730000000000018,,,19.80999999999767,,,,
2015-04-24,-160.0,270.0,225.0,185.0,4.969970703125,20.89013671875,4148159.0,-327755.0,-19010.0,4.399999999999864,-0.8899999999998727,,,-278.2300000000032,,,,
2015-04-28,-100.0,-115.0,-95.0,-130.0,-8.77001953125,-31.830078125,991318.0,299044.0,-200665.0,-5.5,-10.600000000000136,,,-571.75,,,,
2015-04-29,-100.0,-100.0,-130.0,-190.0,5.840087890625,-4.830078125,1759729.0,-239176.0,32957.0,-2.1000000000001364,5.440000000000055,,,531.5799999999945,,,,
2015-04-30,-115.0,-270.0,-180.0,-30.0,-7.909912109375,-31.77978515625,-4833019.0,-421234.0,-33106.0,-3.5,6.869999999999891,,,114.22000000000116,,,,
2015-05-07,-130.0,-270.0,-295.0,-255.0,-25.030029296875,-77.60009765625,1542344.0,-4254310.0,-79477.0,0.2999999999999545,9.200000000000045,,,307.66999999999825,,,,
2015-05-08,-85.0,-80.0,-80.0,75.0,-9.31005859375,-19.68994140625,-9840540.0,-1882643.0,-118219.0,11.5,26.909999999999854,,,124.09999999999854,,,,
2015-05-12,-20.0,-175.0,-150.0,-95.0,28.10009765625,58.009765625,-5541806.0,-598896.0,-164968.0,2.2999999999999545,-3.5299999999999727,,,70.77999999999884,,,,
2015-05-13,150.0,30.0,145.0,80.0,-10.77001953125,-9.97998046875,1992053.0,506720.0,125101.0,4.599999999999909,14.569999999999936,,,124.29999999999563,,,,
2015-05-14,30.0,110.0,5.0,70.0,-6.2099609375,-17.3798828125,-39875.0,212709.0,-190009.0,1.2000000000000455,-1.3899999999998727,,,372.8899999999994,,,,
2015-05-15,-235.0,160.0,145.0,-145.0,-0.64013671875,5.5,12208026.0,-6351830.0,-65481.0,-6.5,9.7199999999998,,,452.2900000000009,,,,
2015-05-19,95.0,35.0,165.0,70.0,1.6298828125,-2.509765625,2088822.0,1156398.0,60713.0,-0.09999999999990905,2.9300000000000637,,,351.2099999999991,,,,
2015-05-20,220.0,140.0,155.0,185.0,6.469970703125,30.14990234375,5500354.0,3995613.0,-170734.0,3.0,-17.720000000000027,,,-169.45000000000437,,,,
