KOR_DT,DIFF_Closing_Price,DIFF_Start_Price,DIFF_High_Price,DIFF_Low_Price,DIFF_S&P500_adj_prc,DIFF_Nasdaq_adj_prc,DIFF_Volume,DIFF_COMPANY_DEAL_VOL,DIFF_FRGN_DEAL_VOL,DIFF_KRW_USD,DIFF_KRW_EUR,DIFF_OIL_DU,DIFF_KR_INTEREST,DIFF_KR_GOLD,DIFF_COPPER,DIFF_LEAD,DIFF_NATURAL_GAS,DIFF_CORN
2014-07-25,65.0,10.0,-30.0,55.0,0.969970703125,-1.59033203125,-6211038.0,1874414.0,-44566.0,4.5,7.5,,,-177.70999999999913,,,,
2014-07-29,245.0,250.0,210.0,255.0,0.570068359375,-4.64990234375,-1924302.0,6431739.0,89079.0,-1.0,-2.369999999999891,,,367.02999999999884,,,,
2014-07-30,290.0,235.0,435.0,225.0,-8.9600830078125,-2.2099609375,9993647.0,8222034.0,176204.0,-1.7999999999999545,-1.9100000000000819,,,69.29000000000087,,,,
2014-07-31,-135.0,185.0,-55.0,90.0,0.1199951171875,20.19970703125,-18373460.0,-1146952.0,156969.0,0.0,-3.990000000000009,,,-350.7900000000009,,,,
2014-08-01,-95.0,-285.0,-215.0,-160.0,-39.39990234375,-93.1298828125,7358165.0,-1304908.0,248777.0,6.5,8.5,,,170.91999999999825,,,,
2014-08-05,-185.0,-110.0,-105.0,-135.0,13.8399658203125,31.25,7466424.0,-4616919.0,-210550.0,-5.0,-2.9700000000000273,,,160.80999999999767,,,,
2014-08-06,-75.0,-160.0,-120.0,-90.0,-18.780029296875,-31.05029296875,-6107815.0,-2558674.0,-64037.0,-3.7999999999999545,-8.190000000000055,,,-230.98999999999796,,,,
2014-08-07,-105.0,-90.0,-110.0,-115.0,0.030029296875,2.2099609375,4883755.0,-4922048.0,219394.0,3.5,2.3099999999999454,,,106.34999999999854,,,,
2014-08-08,-305.0,-125.0,-165.0,-280.0,-10.6700439453125,-20.07958984375,16419795.0,-13055992.0,-306275.0,4.099999999999909,5.7999999999999545,,,606.1600000000035,,,,
2014-08-12,15.0,-5.0,105.0,60.0,5.330078125,30.43017578125,2780178.0,-2951906.0,7185.0,-5.5,-8.400000000000091,,,-416.3899999999994,,,,
2014-08-13,115.0,5.0,-30.0,-15.0,-3.1700439453125,-12.080078125,-2943920.0,750770.0,-191893.0,-3.0,-6.789999999999964,,,3.8099999999976717,,,,
2014-08-14,75.0,130.0,210.0,125.0,12.969970703125,44.8798828125,10376620.0,1900696.0,172722.0,1.7999999999999545,1.3799999999998818,,,-21.05999999999767,,,,
2014-08-19,195.0,-140.0,20.0,90.0,-0.1199951171875,11.93017578125,3190309.0,6365115.0,-241561.0,-4.2000000000000455,-3.480000000000018,,,-553.760000000002,,,,
2014-08-20,-40.0,220.0,45.0,70.0,16.679931640625,43.3798828125,-6723336.0,-1556555.0,212468.0,0.0,-3.9700000000000273,,,-53.94999999999709,,,,
2014-08-21,-380.0,-155.0,-145.0,-395.0,9.8599853515625,19.19970703125,21231371.0,-15742031.0,-447897.0,4.0,-0.18000000000006366,,,-56.5,,,,
2014-08-22,160.0,-310.0,-185.0,45.0,4.9100341796875,-1.02978515625,-17240938.0,2692595.0,162792.0,1.0,-1.1199999999998909,,,-383.0200000000041,,,,
2014-08-26,95.0,180.0,125.0,230.0,-3.969970703125,6.44970703125,2839778.0,4677117.0,195914.0,2.0,-6.720000000000027,,,-25.020000000004075,,,,
2014-08-27,15.0,70.0,80.0,70.0,9.52001953125,18.80029296875,1716025.0,2438057.0,-54019.0,-3.2000000000000455,-4.430000000000064,,,200.56000000000495,,,,
2014-08-28,20.0,0.0,85.0,30.0,2.0999755859375,13.2900390625,4086434.0,6728117.0,311063.0,-2.7999999999999545,-5.1099999999999,,,-185.9600000000064,,,,
2014-08-29,-115.0,-90.0,-240.0,-210.0,0.0999755859375,-1.02001953125,-4538411.0,-3174110.0,-457092.0,0.2999999999999545,4.349999999999909,,,131.59000000000378,,,,
2014-09-02,-220.0,-5.0,-80.0,-210.0,6.6300048828125,22.56982421875,21812317.0,-17599982.0,-238092.0,-2.0,-6.380000000000109,,,63.799999999995634,,,,
2014-09-03,-55.0,-245.0,-185.0,-130.0,-1.0899658203125,17.919921875,-9319522.0,-6761004.0,58805.0,6.5,6.610000000000127,,,-171.48999999999796,,,,
2014-09-04,75.0,115.0,120.0,170.0,-3.0699462890625,-10.27001953125,-7450648.0,3429473.0,-279817.0,0.10000000000002274,1.25,,,-269.02999999999884,,,,
2014-09-05,-60.0,-75.0,-60.0,-145.0,-6.169921875,9.39013671875,1901888.0,-4238914.0,-145882.0,-0.6000000000000227,0.8399999999999181,,,138.6600000000035,,,,
2014-09-12,50.0,-90.0,-20.0,-25.0,1.760009765625,5.2900390625,-3023006.0,-1559394.0,-61094.0,11.0,12.690000000000055,,,-91.11999999999534,,,,
2014-09-16,75.0,30.0,50.0,115.0,-1.4100341796875,-48.7001953125,-10862571.0,750532.0,-10743.0,4.599999999999909,5.730000000000018,,,181.19000000000233,,,,
2014-09-17,220.0,135.0,195.0,165.0,14.8499755859375,33.85986328125,12719803.0,8508866.0,320047.0,-2.599999999999909,-0.7699999999999818,,,44.12000000000262,,,,
2014-09-18,-140.0,85.0,0.0,-60.0,2.5899658203125,9.43017578125,-5865325.0,-4391283.0,56370.0,-1.2000000000000455,-0.20000000000004547,,,-185.56000000000495,,,,
2014-09-19,75.0,-20.0,5.0,95.0,9.7900390625,31.240234375,-1626787.0,3703459.0,143231.0,4.5,-0.6200000000001182,,,-192.40999999999622,,,,
2014-09-23,-65.0,-300.0,-190.0,-50.0,-16.1099853515625,-52.10009765625,-19691254.0,-4426063.0,180161.0,-1.5,-5.060000000000173,,,-297.43999999999505,,,,
2014-09-24,-25.0,-40.0,-75.0,-100.0,-11.52001953125,-19.0,5802001.0,-6230151.0,18323.0,-3.5,-0.7599999999999909,,,164.27999999999884,,,,
2014-09-25,-10.0,140.0,95.0,85.0,15.530029296875,46.5302734375,-6456177.0,-1548330.0,-157196.0,-1.5,-5.25,,,-142.12000000000262,,,,
2014-09-26,-75.0,-255.0,-195.0,-130.0,-32.31005859375,-88.47021484375,-5251214.0,-2641231.0,40646.0,5.5,-7.019999999999982,,,-150.26000000000204,,,,
2014-09-30,-120.0,-125.0,-85.0,-140.0,-5.0499267578125,-6.33984375,9185927.0,-7764020.0,-413583.0,11.5,6.949999999999818,,,343.0699999999997,,,,
2014-10-01,-280.0,-140.0,-210.0,-230.0,-5.510009765625,-12.4599609375,5022068.0,-13322224.0,163075.0,-1.0,-4.1099999999999,,,-139.38000000000466,,,,
2014-10-02,-260.0,-320.0,-325.0,-355.0,-26.1300048828125,-71.30029296875,9192657.0,-12778975.0,19808.0,8.5,5.119999999999891,,,-42.55999999999767,,,,
2014-10-07,25.0,0.0,-10.0,-10.0,-3.080078125,-20.8203125,-1200301.0,-2188702.0,126146.0,7.599999999999909,-1.599999999999909,,,-477.7099999999991,,,,
2014-10-08,-60.0,-195.0,-125.0,-100.0,-29.719970703125,-69.599609375,4077264.0,-4584693.0,-499634.0,-0.900000000000091,8.160000000000082,,,482.1200000000026,,,,
2014-10-14,5.0,250.0,125.0,190.0,-22.0799560546875,-102.099609375,2237924.0,-4716632.0,159840.0,-5.0,-5.059999999999945,,,36.820000000006985,,,,
2014-10-15,-50.0,-160.0,-75.0,-120.0,-31.3900146484375,-62.580078125,4100684.0,-3800584.0,-20253.0,-3.5,-2.730000000000018,,,75.0199999999968,,,,
2014-10-16,-90.0,-100.0,-170.0,-140.0,2.9599609375,13.509765625,4187617.0,-4573280.0,20282.0,0.20000000000004547,-3.900000000000091,,,-306.40000000000146,,,,
2014-10-17,-215.0,40.0,15.0,-130.0,-15.2099609375,-11.85009765625,7225992.0,-12526850.0,140140.0,-2.7000000000000455,10.810000000000173,,,402.63000000000466,,,,
2014-10-21,-150.0,60.0,-110.0,-130.0,24.0,41.0498046875,9140984.0,-7673738.0,201924.0,-5.5,-14.480000000000018,,,-98.68000000000029,,,,
2014-10-22,150.0,105.0,135.0,180.0,17.25,57.6298828125,-13103355.0,2698436.0,61622.0,-5.5,-1.5299999999999727,,,120.86000000000058,,,,
2014-10-23,40.0,-85.0,50.0,0.0,37.27001953125,103.41015625,8973395.0,1085400.0,-175521.0,-3.099999999999909,-15.960000000000036,,,-271.1299999999974,,,,
2014-10-24,-95.0,120.0,-30.0,-100.0,-14.1700439453125,-36.6298828125,-5215081.0,-4622480.0,-132364.0,4.699999999999818,2.589999999999918,,,-44.42000000000553,,,,
2014-10-28,-20.0,55.0,-45.0,-40.0,13.760009765625,30.93017578125,-12761669.0,-764399.0,154077.0,-5.5,-2.5399999999999636,,,-275.0900000000038,,,,
2014-10-29,390.0,60.0,365.0,115.0,-2.949951171875,2.2099609375,25435919.0,13924066.0,-161473.0,-3.2000000000000455,-2.1700000000000728,,,-146.11999999999534,,,,
2014-10-30,-20.0,225.0,-65.0,185.0,23.4200439453125,78.35986328125,-22764751.0,214516.0,142324.0,-1.599999999999909,-0.4700000000000273,,,-67.65000000000146,,,,
2014-10-31,125.0,105.0,155.0,60.0,-2.75,-15.06005859375,14719163.0,3864270.0,2652.0,9.599999999999909,-3.6399999999998727,,,-474.3099999999977,,,,
2014-11-04,-160.0,-145.0,-35.0,-175.0,23.4000244140625,64.60009765625,9481520.0,-1880273.0,198023.0,6.099999999999909,-0.17000000000007276,,,5.059999999997672,,,,
2014-11-05,-45.0,-65.0,-135.0,-25.0,-0.239990234375,8.169921875,-9138578.0,-566423.0,-136930.0,4.5,7.670000000000073,,,66.12000000000262,,,,
2014-11-06,110.0,-140.0,15.0,-45.0,-5.7100830078125,-15.27001953125,4216420.0,1745816.0,-104096.0,8.900000000000091,9.6099999999999,,,-324.31000000000495,,,,
2014-11-07,15.0,130.0,10.0,140.0,11.469970703125,-2.919921875,-8252164.0,-432066.0,170834.0,-1.0,-1.4600000000000364,,,-126.31999999999971,,,,
2014-11-11,-20.0,130.0,-30.0,100.0,0.7100830078125,-5.9404296875,-12541446.0,-1344061.0,103336.0,-8.400000000000091,-2.160000000000082,,,623.7599999999948,,,,
2014-11-12,80.0,-30.0,110.0,-10.0,6.3399658203125,19.09033203125,7116426.0,4786379.0,-113219.0,10.5,6.740000000000009,,,-425.8600000000006,,,,
2014-11-13,-60.0,75.0,-40.0,-25.0,1.4200439453125,8.93994140625,3323631.0,-1594944.0,187082.0,-0.09999999999990905,6.559999999999945,,,546.9700000000012,,,,
2014-11-14,-205.0,-105.0,-165.0,-220.0,-1.4300537109375,14.580078125,6359043.0,-5603099.0,183849.0,0.7999999999999545,-0.6499999999998636,,,-97.61000000000058,,,,
