코드,종목명,종가,거래량,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,외국인지분율,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,ROE(지배주주)_년도,ROE(지배주주)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,PER(배)_년도,PER(배)_분기,BPS(원)_년도,BPS(원)_분기,PBR(배)_년도,PBR(배)_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,TARGET_TF_ROE,TARGET_TF_FRGN,HIGH_VS_RT,LOW_VS_RT,75_VS_RT,50_VS_RT,25_VS_RT,PER_MEDIAN,PBR_MEDIAN
950110,SBI핀테크솔루션즈,5070,61754,8880,4825,7866.25,6852.5,5838.75,80.08,"[788, 898, 1014]","[268, 227, 239, 248, 225]","[141, 121, 151]","[89, -18, 25, 11]","[94, 93, 79]","[53, -21, 11, -3, -1]","[17, 13, 14]","[33, -7, 10, 4]","[11, 10, 7]","[19, -9, 4, -1]","[30, 22, 17]","[28, 17, 17, 8]","[696, 482, 709]","[922, 709, 837, 896]","[108, 121, 121]","[113, 121, 120, 117]","[190, 222, 232]","[244, 232, 212, 210]","[386, 377, 328]","[219, -86, 44, -11, -6]","[33, 18, 28]","[15, 27, 27, 42]","[1642, 2013, 1991]","[2124, 1991, 1857, 1904, 1851]","[7, 3, 4]","[3, 4, 4, 3]","[185, 195, 174]",[],"[1, 2, 1]",[],"[44, 48, 50]",[],T,T,57.089999999999996,105.08,64.45,73.99,86.83,28.0,4.0
013580,계룡건설,32500,19385,45000,29350,41087.5,37175.0,33262.5,23.12,"[22757, 22000, 25618, 27460]","[4991, 6505, 5694, 8428, 6251]","[1359, 1748, 2327, 2480]","[335, 640, 395, 956, 335]","[746, 954, 1564, 1590]","[200, 469, 234, 661, 181]","[5, 7, 9, 9]","[6, 9, 6, 11, 5]","[3, 4, 6, 5]","[4, 7, 4, 7, 2]","[16, 18, 24, 20]","[19, 22, 19, 24, 24]","[298, 241, 208]","[269, 255, 222, 208, 219]","[74, 89, 97]","[89, 90, 89, 97, 95]","[916, 1131, 1464]","[1165, 1270, 1322, 1464, 1489]","[8013, 10532, 17457, 17579]","[2278, 5268, 2593, 7318, 2067]","[2, 2, 1, 1]","[2, 2, 3, 1, 2]","[51185, 62437, 78914, 96638]","[64066, 69377, 71865, 78914, 80155]","[0, 0, 0, 0]","[0, 0, 0, 0, 0]","[600, 600, 800, 600]",[],"[2, 2, 2]",[],"[7, 5, 4]",[],T,T,72.22,110.72999999999999,79.10000000000001,87.42,97.71,1.5,0.0
215000,골프존,168000,20519,193500,103500,171000.0,148500.0,126000.0,23.17,"[2470, 2985, 4403, 5664]","[994, 1058, 1231, 1121, 1539, 1340]","[323, 516, 1077, 1536]","[284, 300, 372, 120, 507, 393]","[162, 375, 764, 1111]","[213, 223, 290, 38, 380, 276]","[13, 17, 24, 27]","[28, 28, 30, 10, 32, 29]","[6, 12, 17, 19]","[21, 21, 23, 3, 24, 20]","[8, 18, 29, 33]","[22, 26, 31, 29, 34]","[56, 62, 65]","[69, 62, 57, 65, 70]","[68, 60, 83]","[71, 80, 93, 83, 76]","[6247, 7054, 8987]","[7252, 7982, 8901, 8987, 9534]","[2584, 6098, 12161, 17619]","[3486, 3651, 4576, 448, 6237, 5243]","[26, 11, 14, 9]","[11, 13, 11, 14, 10, 32]","[31892, 35801, 45891, 59867]","[36855, 40583, 45404, 45891, 48776]","[2, 1, 3, 2]","[2, 3, 3, 3, 3]","[2050, 2500, 3500, 3984]",[],"[2, 3, 2]",[],"[79, 40, 28]",[],T,T,86.82,162.32,98.25,113.13,133.32999999999998,12.5,2.0
083450,GST,27100,55476,38600,23300,34775.0,30950.0,27125.0,7.86,"[1682, 1669, 3045, 3434]","[673, 774, 734, 865, 572, 805]","[219, 182, 464, 542]","[108, 128, 121, 107, 95, 125]","[180, 155, 390, 448]","[92, 107, 111, 79, 89]","[13, 10, 15, 15]","[16, 16, 16, 12, 16, 15]","[10, 9, 12, 13]","[13, 13, 15, 9, 15]","[19, 15, 29, 26]","[15, 19, 25, 29, 27]","[32, 24, 36]","[36, 38, 37, 36, 33]","[216, 262, 211]","[211, 194, 208, 211, 217]","[2077, 2363, 3138]","[2532, 2758, 2987, 3138, 3273]","[1918, 1696, 4051, 4706]","[985, 1114, 1125, 827, 936, 1062]","[5, 10, 9, 5]","[12, 11, 7, 9, 7, 25]","[11164, 12522, 16558, 21170]","[13370, 14556, 15800, 16558, 17329]","[0, 1, 2, 1]","[1, 1, 1, 2, 1]","[200, 150, 300, 350]",[],"[1, 0, 0]",[],"[9, 8, 7]",[],T,T,70.21,116.31,77.92999999999999,87.56,99.91,7.0,1.0
011785,금호석유우,96600,6150,135000,78100,120775.0,106550.0,92325.0,7.18,"[49615, 48095, 84618, 84429]","[18545, 21991, 22363, 21720, 21991, 21463]","[3654, 7422, 24068, 14577]","[6125, 7537, 6253, 4153, 4491, 3588]","[2947, 5830, 19656, 11818]","[4756, 5831, 6046, 3023, 3733, 2898]","[7, 15, 28, 17]","[33, 34, 27, 19, 20, 16]","[5, 12, 23, 14]","[25, 26, 27, 13, 16, 13]","[11, 20, 47, 21]","[30, 40, 48, 47, 42]","[72, 59, 59]","[60, 64, 59, 59, 61]","[62, 96, 112]","[119, 98, 103, 112, 112]","[1518, 1841, 2952]","[2057, 2396, 2753, 2952, 3012]","[8796, 17405, 58694, 35458]","[14199, 17408, 18053, 9031, 11202, 8311]","[8, 8, 2, 4]","[9, 5, 3, 2, 2, 18]","[94221, 112845, 181037, 219321]","[127104, 148546, 171820, 181037, 185725]","[0, 1, 0, 0]","[2, 1, 1, 0, 0]","[1550, 4250, 10050, 8705]",[],"[4, 7, 9]",[],"[13, 19, 14]",[],T,T,71.56,123.69000000000001,79.97999999999999,90.66,104.63,6.0,0.0
011780,금호석유,157000,110873,240500,140500,215500.0,190500.0,165500.0,19.8,"[49615, 48095, 84618, 84429]","[18545, 21991, 22363, 21720, 21991, 21463]","[3654, 7422, 24068, 14577]","[6125, 7537, 6253, 4153, 4491, 3588]","[2947, 5830, 19656, 11818]","[4756, 5831, 6046, 3023, 3733, 2898]","[7, 15, 28, 17]","[33, 34, 27, 19, 20, 16]","[5, 12, 23, 14]","[25, 26, 27, 13, 16, 13]","[11, 20, 47, 21]","[30, 40, 48, 47, 42]","[72, 59, 59]","[60, 64, 59, 59, 61]","[62, 96, 112]","[119, 98, 103, 112, 112]","[1518, 1841, 2952]","[2057, 2396, 2753, 2952, 3012]","[8796, 17405, 58694, 35458]","[14199, 17408, 18053, 9031, 11202, 8311]","[8, 8, 2, 4]","[9, 5, 3, 2, 2, 18]","[94221, 112845, 181037, 219321]","[127104, 148546, 171820, 181037, 185725]","[0, 1, 0, 0]","[2, 1, 1, 0, 0]","[1500, 4200, 10000, 8705]",[],"[1, 2, 6]",[],"[13, 19, 14]",[],T,T,65.28,111.74,72.85000000000001,82.41000000000001,94.86,6.0,0.0
130580,나이스디앤비,9080,3049,11650,8490,10860.0,10070.0,9280.0,45.47,"[773, 822, 887]","[188, 208, 276, 191, 212]","[128, 141, 169]","[19, 38, 83, 23, 26]","[113, 113, 140]","[7, 33, 67, 21, 19]","[16, 17, 19]","[9, 18, 29, 11, 12]","[14, 13, 15]","[3, 15, 24, 11, 8]","[21, 18, 19]","[18, 19, 18, 17, 19]","[30, 27, 30]","[27, 26, 28, 27, 30]","[310, 334, 343]","[334, 360, 350, 390, 343]","[633, 735, 865]","[735, 736, 819, 844, 865]","[686, 698, 863]","[32, 204, 416, 122, 120]","[12, 14, 11]","[14, 13, 13, 13, 11]","[3540, 4052, 4702]","[4052, 4056, 4471, 4594, 4702]","[2, 2, 2]","[2, 2, 2, 2, 2]","[175, 200, 230]",[],"[2, 2, 2]",[],"[25, 28, 26]",[],T,T,77.94,106.94999999999999,83.61,90.16999999999999,97.84,12.0,2.0
030190,NICE평가정보,16300,50748,26300,15900,23700.0,21100.0,18500.0,38.35,"[4109, 4460, 4848, 5208]","[1172, 1222, 1124, 1330, 1215, 1330]","[513, 627, 726, 818]","[196, 206, 154, 170, 214, 228]","[408, 472, 547, 603]","[147, 159, 120, 121, 156, 175]","[12, 14, 14, 15]","[16, 16, 13, 12, 17, 17]","[9, 10, 11, 11]","[12, 13, 10, 9, 12, 13]","[19, 19, 19, 18]","[20, 19, 19, 19, 19]","[42, 42, 44]","[43, 37, 35, 44, 44]","[207, 195, 192]","[186, 215, 231, 192, 187]","[676, 789, 924]","[783, 836, 875, 924, 910]","[672, 777, 901, 993]","[242, 262, 198, 199, 256]","[20, 31, 19, 16]","[30, 29, 23, 19, 21]","[3750, 4329, 5044, 5614]","[4312, 4584, 4791, 5044, 4980]","[3, 5, 3, 2]","[5, 5, 4, 3, 3]","[230, 275, 330, 365]",[],"[1, 1, 1]",[],"[33, 34, 36]",[],T,T,61.980000000000004,102.51999999999998,68.78,77.25,88.11,19.5,3.0
092730,네오팜,22950,10914,39000,22250,34812.5,30625.0,26437.5,11.37,"[832, 816, 879]","[230, 214, 194, 242, 223]","[230, 219, 224]","[67, 61, 35, 62, 63]","[192, 181, 177]","[57, 41, 31, 47, 49]","[27, 26, 25]","[29, 28, 17, 25, 28]","[23, 22, 20]","[24, 19, 15, 19, 22]","[23, 16, 14]","[16, 15, 15, 14, 13]","[16, 12, 10]","[19, 13, 12, 10, 14]","[746, 702, 877]","[503, 675, 731, 877, 620]","[2539, 2832, 3156]","[2852, 2952, 3040, 3156, 3145]","[2438, 2209, 2158]","[698, 504, 378, 578, 600]","[19, 12, 11]","[14, 15, 12, 11, 12]","[13515, 15052, 16662]","[15157, 15673, 16058, 16662, 16592]","[3, 1, 1]","[2, 2, 1, 1, 1]","[750, 650, 700]",[],"[1, 2, 2]",[],"[30, 28, 30]",[],T,T,58.85,103.15,65.92,74.94,86.81,12.0,1.0
348210,넥스틴,67000,24096,76500,43100,68150.0,59800.0,51450.0,14.95,"[94, 494, 571, 1092]","[102, 183, 151, 136, 163, 283]","[-18, 181, 221, 475]","[26, 73, 71, 51, 64, 124]","[-26, 147, 181, 372]","[32, 57, 60, 42, 54, 96]","[38, 43]","[25, 40, 46, 37, 39, 43]","[31, 34]","[31, 31, 39, 30, 33, 33]","[32, 44]","[66, 41, 34, 36]",[15],"[13, 20, 17, 15, 23]",[308],"[408, 363, 431, 308, 254]",[1245],"[931, 1045, 1171, 1245, 1257]","[-360, 1733, 1887, 3821]","[336, 595, 631, 433, 561]","[31, 17]","[34, 28, 24, 30, 30]","[196, 4841, 6778, 10276]","[5191, 5770, 6396, 6778, 6854]","[8, 6]","[14, 11, 8, 8, 9]","[500, 250]",[],[0],[],[26],[],T,T,87.58,155.45,98.31,112.04,130.22,24.0,7.0
119860,다나와,19100,31540,41550,18050,35675.0,29800.0,23925.0,10.13,"[1713, 2320, 1910, 1610]","[505, 440, 513, 451, 437, 372]","[284, 378, 349, 339]","[93, 80, 87, 90, 61, 88]","[236, 309, 290, 360]","[77, 66, 73, 74, 125]","[16, 16, 18, 21]","[18, 18, 16, 19, 13, 23]","[13, 13, 15, 22]","[15, 14, 14, 16, 28]","[23, 25, 19, 20]","[25, 23, 22, 19, 22]","[40, 19, 12]","[20, 14, 12, 12, 9]","[267, 428, 713]","[399, 621, 744, 713, 1046]","[1600, 2012, 2339]","[2010, 2111, 2222, 2339, 2529]","[1804, 2366, 2216, 2753]","[586, 504, 558, 568, 954]","[13, 13, 11, 6]","[13, 12, 13, 11, 9]","[8461, 10554, 12201, 14884]","[10544, 11050, 11614, 12201, 13160]","[2, 2, 2, 1]","[3, 2, 2, 2, 1]","[400, 600, 400]",[],"[1, 1]",[],"[21, 25]",[],T,T,45.97,105.82000000000001,53.54,64.09,79.83,12.0,2.0
064260,다날,9110,1031916,18850,5430,15495.0,12140.0,8785.0,7.12,"[1912, 2294, 2856, 3152]","[577, 661, 679, 685, 831]","[109, 150, 160, 237]","[29, 22, 29, 17, 92]","[228, 124, 663, 207]","[43, 270, 82, 44, 267]",[5],"[5, 3, 4, 2, 11]",[23],"[7, 40, 12, 6, 32]",[19],"[7, 17, 15, 14, 19]",[123],"[144, 148, 138, 128, 123]",[301],"[169, 140, 140, 284, 301]",[844],"[679, 738, 762, 776, 844]","[418, 255, 817, 255]","[105, 296, 115, 69, 336]",[18],"[18, 15, 11, 9, 18]","[3282, 3477, 5075, 5339]","[3477, 3812, 3952, 4734, 5075]",[2],"[1, 2, 1, 1, 2]",[],[],[],[],[],[],T,T,48.33,167.77,58.79,75.03999999999999,103.69999999999999,18.0,2.0
023590,다우기술,20350,31176,29700,19200,27075.0,24450.0,21825.0,21.69,"[29018, 47329, 60870]","[5938, 14922, 10816, 13565, 21567]","[5075, 10154, 12572]","[2990, 3629, 3064, 3353, 2526]","[3959, 6794, 9142]","[1720, 2683, 2182, 2365, 1912]","[17, 21, 20]","[50, 24, 28, 24, 11]","[13, 14, 15]","[28, 17, 20, 17, 8]","[14, 18, 21]","[18, 25, 23, 20, 21]","[828, 1090, 903]","[1090, 1014, 926, 931, 903]","[2, 7, 7]","[7, 9, 9, 7, 7]","[5947, 7109, 8734]","[7109, 7499, 7987, 8406, 8734]","[4130, 6143, 8383]","[1125, 2542, 2026, 2106, 1709]","[4, 3, 2]","[3, 3, 3, 3, 2]","[30884, 36697, 45679]","[36697, 38777, 41589, 43837, 45679]","[0, 0, 0]","[0, 0, 0, 0, 0]","[400, 500, 600]",[],"[2, 2, 2]",[],"[9, 7, 6]",[],T,T,68.52000000000001,105.99000000000001,75.16000000000001,83.23,93.24,3.0,0.0
047040,대우건설,6440,1079882,9540,5300,8480.0,7420.0,6360.0,11.08,"[86519, 81367, 86852, 98208]","[19390, 22074, 21001, 24387, 22495, 24222]","[3641, 5583, 7383, 8136]","[2294, 1923, 1123, 2044, 2213, 1930]","[2012, 2826, 4849, 5723]","[1479, 1390, 894, 1086, 1736, 1281]","[8, 8]","[11, 8, 5, 8, 9, 7]","[5, 5]","[7, 6, 4, 4, 7, 5]","[16, 16]","[13, 16, 16, 16, 16]",[225],"[243, 244, 222, 225, 213]",[94],"[94, 88, 108, 94, 85]",[73],"[57, 64, 68, 73, 81]","[502, 683, 1166, 1376]","[356, 335, 215, 261, 417, 321]","[4, 4]","[7, 7, 5, 4, 5, 20]","[5984, 6509, 7817, 9247]","[6961, 7282, 7576, 7817, 8247]","[0, 0]","[0, 1, 0, 0, 0]",[32],[],[],[],[],[],T,T,67.51,121.51,75.94,86.79,101.25999999999999,4.0,0.0
084010,대한제강,20100,40460,26600,13500,23325.0,20050.0,16775.0,9.39,"[10217, 10961, 20303, 24795]","[3759, 3585, 5200, 5389, 6130, 6168]","[420, 818, 2018, 2251]","[274, 132, 674, 661, 551, 472]","[296, 531, 1637, 1748]","[-173, 228, 563, 519, 326, 369]","[4, 7, 9, 9]","[7, 3, 12, 12, 8, 7]","[2, 4, 8, 7]","[-4, 6, 10, 9, 5, 5]","[6, 10, 24, 21]","[10, 12, 17, 15, 24]","[37, 72, 71]","[72, 70, 57, 56, 71]","[115, 71, 83]","[71, 89, 100, 103, 83]","[1872, 2047, 2601]","[2047, 2105, 2296, 2479, 2601]","[1223, 1977, 5744, 6424]","[-832, 838, 1867, 1816, 1222, 1317]","[4, 5, 2, 3]","[5, 6, 6, 5, 2, 15]","[20463, 22927, 30114, 43120]","[22927, 23668, 25836, 28701, 30114]","[0, 0, 0, 0]","[0, 0, 0, 0, 0]","[200, 300, 400, 475]",[],"[3, 2, 2]",[],"[14, 13, 6]",[],T,T,75.56,148.89,86.17,100.25,119.82,3.5,0.0
298540,더네이쳐홀딩스,30600,17729,40700,26400,37125.0,33550.0,29975.0,13.54,"[2353, 2932, 3703, 4489]","[652, 596, 522, 1934, 923, 707]","[398, 545, 689, 848]","[95, 94, 31, 469, 149, 117]","[161, 383, 583, 680]","[75, 70, 42, 396, 134]","[18, 18, 18]","[14, 15, 5, 24, 16, 16]","[13, 15, 15]","[11, 11, 8, 20, 14]","[32, 30, 26]","[30, 29, 25, 30, 32]","[57, 71]","[55, 44, 84, 71, 60]","[190, 100]","[156, 143, 67, 100, 65]","[4366, 2894]","[4527, 4719, 2366, 2894, 3038]","[1498, 2878, 4009, 4665]","[514, 481, 290, 2724, 922, 629]","[6, 7, 6]","[9, 13, 10, 7, 7, 48]","[6100, 11233, 15132, 19698]","[11648, 12145, 12454, 15132, 15890]","[1, 1, 1]","[2, 3, 2, 1, 2]","[200, 200, 250]",[],"[1, 0]",[],"[7, 4]",[],T,T,75.18,115.91,82.42,91.21000000000001,102.08999999999999,6.0,1.0
192080,더블유게임즈,43400,36968,86400,41900,75275.0,64150.0,53025.0,9.38,"[5138, 6582, 6241, 6150]","[1639, 1586, 1508, 1508, 1499, 1503]","[1546, 1942, 1904, 1783]","[503, 490, 481, 429, 426, 426]","[1103, 1248, 1563, 1397]","[397, 392, 432, 341, 332, 322]","[30, 29, 30, 28]","[30, 30, 31, 28, 28, 28]","[21, 18, 25, 22]","[24, 24, 28, 22, 22, 21]","[18, 16, 16, 12]","[15, 17, 16, 16, 14]","[66, 10, 16]","[11, 9, 7, 16, 17]","[204, 204, 231]","[412, 601, 945, 231, 236]","[7201, 7861, 9161]","[8151, 8505, 8872, 9161, 9315]","[6040, 6127, 6828, 5948]","[1776, 1770, 1834, 1449, 1415, 1366]","[8, 9, 8, 7]","[11, 8, 9, 8, 7, 31]","[38381, 39966, 49639, 55427]","[42878, 44695, 48130, 49639, 51197]","[1, 1, 1, 0]","[1, 1, 1, 1, 1]","[350, 350, 700, 697]",[],"[0, 0, 1]",[],"[5, 5, 9]",[],T,T,50.23,103.58000000000001,57.66,67.65,81.85,8.0,1.0
145720,덴티움,73000,35990,92400,52100,82325.0,72250.0,62175.0,16.83,"[2526, 2297, 2915, 3640]","[538, 725, 712, 941, 745, 870]","[447, 396, 699, 967]","[106, 169, 151, 273, 204, 225]","[137, 222, 555, 732]","[86, 143, 141, 185, 157, 176]","[17, 23, 26]","[19, 23, 21, 28, 27, 25]","[9, 19, 20]","[15, 19, 19, 19, 21, 20]","[10, 21, 22]","[12, 16, 19, 21, 22]","[123, 95]","[120, 118, 109, 95, 88]","[71, 89]","[69, 73, 76, 89, 91]","[3949, 4802]","[4060, 4279, 4518, 4802, 5021]","[1336, 2037, 5013, 6616]","[773, 1295, 1271, 1674, 1417, 1650]","[20, 13, 11]","[25, 18, 17, 13, 12, 44]","[23996, 26588, 33841, 41802]","[27628, 29273, 31491, 33841, 35635]","[1, 2, 1]","[2, 2, 2, 2, 2]","[200, 250, 250]",[],"[0, 0]",[],"[7, 3]",[],T,T,79.0,140.12,88.67,101.03999999999999,117.41,13.0,1.0
001230,동국제강,17850,403388,23950,13400,21312.5,18675.0,16037.5,21.46,"[56584, 52062, 72403, 90400]","[13784, 13958, 18180, 19070, 21195, 20641]","[1646, 2947, 8030, 7487]","[530, 1094, 2070, 2985, 1881, 1552]","[-817, 695, 5586, 6494]","[910, 276, 1479, 1987, 1844, 1074]","[5, 11, 8]","[3, 7, 11, 15, 8, 7]","[1, 7, 7]","[6, 1, 8, 10, 8, 5]","[3, 23, 21]","[3, 10, 13, 20, 23]","[153, 127]","[153, 153, 145, 139, 127]","[39, 41]","[39, 40, 46, 40, 41]","[176, 266]","[176, 177, 202, 235, 266]","[-718, 682, 5769, 6631]","[907, 263, 1521, 2043, 1942, 1072]","[11, 2, 2]","[11, 6, 7, 3, 2, 18]","[19568, 21745, 28552, 35366]","[21745, 21980, 24400, 26552, 28552]","[0, 0, 0]","[0, 0, 0, 0, 0]","[200, 400, 450]",[],"[2, 2]",[],"[28, 6]",[],T,T,74.53,133.21,83.75,95.58,111.3,2.0,0.0
005290,동진쎄미켐,42550,851644,52100,25000,45325.0,38550.0,31775.0,7.13,"[8753, 9378, 11613]","[2453, 2516, 2747, 2986, 3364]","[1049, 1263, 1318]","[308, 286, 284, 348, 400]","[587, 853, 1029]","[70, 244, 191, 309, 285]","[11, 13, 11]","[12, 11, 10, 11, 11]","[6, 9, 8]","[2, 9, 6, 10, 8]","[17, 21, 20]","[21, 20, 16, 16, 20]","[133, 119, 111]","[119, 118, 112, 112, 111]","[71, 106, 115]","[106, 107, 112, 101, 115]","[1228, 1535, 1909]","[1535, 1611, 1685, 1808, 1909]","[1138, 1658, 2008]","[135, 475, 372, 603, 558]","[14, 22, 25]","[22, 19, 19, 19, 25]","[6931, 8437, 10764]","[8437, 8949, 9373, 10196, 10764]","[2, 4, 4]","[4, 3, 3, 3, 4]","[90, 100, 110]",[],"[0, 0, 0]",[],"[7, 6, 5]",[],T,T,81.67,170.2,93.88,110.38,133.91,22.0,4.0
263690,디알젬,9770,3140,14550,8650,13075.0,11600.0,10125.0,14.92,"[601, 1066, 858]","[190, 237, 178, 252, 238]","[46, 230, 124]","[12, 37, 21, 53, 32]","[55, 200, 126]","[24, 35, 27, 39, 35]","[7, 21, 14]","[6, 15, 12, 21, 13]","[9, 18, 14]","[12, 14, 15, 15, 14]","[17, 47, 22]","[43, 16, 18, 22, 23]","[93, 38, 37]","[39, 37, 32, 37, 74]","[101, 139, 152]","[161, 189, 227, 152, 88]","[490, 844, 1026]","[847, 909, 957, 1026, 1061]","[483, 1765, 1108]","[215, 307, 241, 345, 310]","[17, 9, 10]","[7, 18, 13, 10, 8]","[2906, 4694, 5527]","[4711, 5022, 5265, 5527, 5694]","[2, 3, 2]","[2, 2, 2, 2, 1]","[50, 200, 140]",[],"[0, 1, 1]",[],"[6, 11, 12]",[],T,T,67.15,112.94999999999999,74.72,84.22,96.49,10.0,2.0
039840,디오,31700,46197,55000,29900,48725.0,42450.0,36175.0,26.46,"[1272, 1201, 1500, 1820]","[340, 377, 390, 393, 346, 432]","[348, 300, 348, 459]","[103, 111, 100, 34, 53, 104]","[256, 114, 281, 376]","[100, 72, 89, 20, 24, 84]",[23],"[30, 29, 25, 8, 15, 24]",[18],"[29, 19, 22, 5, 7, 19]",[16],"[10, 12, 14, 16, 11]",[85],"[99, 92, 85, 85, 81]",[119],"[105, 114, 119, 119, 119]",[2403],"[2093, 2227, 2385, 2403, 2437]","[1412, 718, 1806, 2090]","[658, 461, 564, 127, 149, 680]",[20],"[35, 31, 25, 20, 27, 46]","[9524, 10824, 12629, 13248]","[11081, 11774, 12643, 12629, 12874]",[2],"[3, 3, 3, 2, 2]",[],[],[],[],[],[],T,T,57.64,106.02000000000001,65.06,74.68,87.63,20.0,2.0
104460,디와이피엔에프,37900,26707,47150,26900,42087.5,37025.0,31962.5,8.62,"[1656, 2123, 996, 1923]","[342, 223, 187, 244, 203]","[283, 334, 38, 272]","[42, 10, 25, -39, -27]","[211, 260, 46, 238]","[34, -7, 23, -5, -28]","[17, 15, 3, 14]","[12, 4, 13, -16, -13]","[12, 12, 4, 12]","[10, -2, 12, -1, -13]","[36, 32, 5, 21]","[29, 21, 15, 5, -1]","[135, 70, 76]","[85, 76, 70, 76, 77]","[116, 185, 165]","[153, 139, 151, 165, 160]","[1304, 1726, 1805]","[1715, 1707, 1749, 1805, 1735]","[1974, 2423, 445, 2203]","[320, -41, 210, -43, -259]","[5, 8, 89, 17]","[12, 16, 28, 89, -266]","[7176, 9541, 9939, 12290]","[9478, 9432, 9665, 9939, 9551]","[1, 2, 4, 3]","[3, 2, 3, 4, 3]","[350, 420, 100, 100]",[],"[2, 2, 0]",[],"[15, 15, 20]",[],T,T,80.38,140.89000000000001,90.05,102.36000000000001,118.58,12.5,2.5
004000,롯데정밀화학,84900,97757,101500,61300,91450.0,81400.0,71350.0,20.09,"[13113, 12636, 17803, 25418]","[3439, 4217, 4921, 5226, 6523, 6549]","[1897, 1392, 2445, 3958]","[355, 539, 702, 849, 1103, 1101]","[1684, 1988, 5855, 3971]","[405, 1140, 2050, 2259, 296, 1530]","[14, 11, 13, 15]","[10, 12, 14, 16, 16, 16]","[12, 15, 32, 15]","[11, 27, 41, 43, 4, 23]","[11, 12, 30, 16]","[12, 14, 23, 30, 30]","[20, 13, 23]","[16, 17, 18, 23, 25]","[83, 126, 178]","[120, 123, 227, 178, 199]","[1080, 1201, 1627]","[1203, 1291, 1450, 1627, 1605]","[6526, 7705, 22692, 15391]","[1570, 4419, 7946, 8757, 1146, 5414]","[6, 7, 3, 5]","[7, 6, 5, 3, 3, 15]","[58622, 64770, 86322, 99511]","[64861, 69339, 77392, 86322, 85185]","[0, 0, 0, 0]","[0, 0, 1, 0, 0]","[1700, 1500, 2300, 2329]",[],"[3, 2, 3]",[],"[25, 19, 10]",[],T,T,83.65,138.5,92.84,104.3,118.99,5.5,0.0
058470,리노공업,157300,133886,216700,159200,202325.0,187950.0,173575.0,45.62,"[1703, 2013, 2802, 3324]","[682, 789, 769, 561, 893, 922]","[641, 779, 1171, 1385]","[279, 344, 321, 228, 375, 395]","[528, 554, 1038, 1172]","[245, 294, 289, 211, 312, 324]","[37, 38, 41, 41]","[40, 43, 41, 40, 42, 42]","[31, 27, 37, 35]","[35, 37, 37, 37, 34, 35]","[18, 17, 27, 25]","[19, 22, 24, 27, 29]","[8, 7, 11]","[18, 15, 17, 11, 24]","[885, 1096, 704]","[451, 541, 493, 704, 370]","[3869, 4357, 5411]","[4379, 4764, 5142, 5411, 5322]","[3463, 3633, 6810, 7692]","[1605, 1926, 1894, 1386, 2046, 2123]","[18, 37, 29, 20]","[38, 35, 29, 29, 25, 74]","[19776, 22224, 27518, 32360]","[22335, 24268, 26168, 27518, 27071]","[3, 6, 7, 4]","[7, 7, 6, 7, 6]","[1200, 1500, 2500, 2808]",[],"[1, 1, 1]",[],"[34, 41, 36]",[],T,T,72.59,98.81,77.75,83.69,90.62,24.5,5.0
377450,리파인,13000,14972,18900,11650,17087.5,15275.0,13462.5,5.39,"[447, 542, 588]",[140],"[52, 202, 210]",[52],"[54, 161, 169]",[46],[35],[37],[28],[32],[19],[],[9],[8],[1327],[988],[8037],[8302],"[416, 1236, 1223]",[265],[11],[],"[1536, 2772, 7976]",[8083],[1],[1],[],[],[],[],[],[],T,T,68.78,111.58999999999999,76.08,85.11,96.56,11.0,1.0
093520,매커스,10100,120944,13450,5500,11462.5,9475.0,7487.5,14.79,"[575, 869, 1407]","[350, 325, 315, 418, 441]","[59, 95, 260]","[51, 44, 57, 108, 92]","[48, 81, 250]","[46, 108, -10, 107, 65]","[10, 10, 18]","[14, 13, 18, 25, 20]","[8, 9, 17]","[13, 33, -3, 25, 14]","[9, 14, 36]","[19, 31, 26, 36, 37]","[92, 69, 82]","[161, 110, 168, 82, 181]","[69, 79, 65]","[54, 68, 50, 65, 39]","[674, 756, 1042]","[798, 930, 916, 1042, 1103]","[296, 493, 1545]","[283, 668, -66, 659, 400]","[12, 10, 5]","[7, 5, 6, 5, 7]","[4101, 4699, 6623]","[4980, 5872, 5780, 6623, 7037]","[0, 1, 1]","[1, 1, 1, 1, 1]","[100, 100, 120]",[],"[2, 2, 1]",[],"[26, 15, 5]",[],T,T,75.09,183.64000000000001,88.11,106.60000000000001,134.89,10.0,1.0
