코드,종목명,종가,거래량,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,외국인지분율,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,ROE(지배주주)_년도,ROE(지배주주)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,PER(배)_년도,PER(배)_분기,BPS(원)_년도,BPS(원)_분기,PBR(배)_년도,PBR(배)_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,TARGET_TF_ROE,TARGET_TF_FRGN,HIGH_VS_RT,LOW_VS_RT,75_VS_RT,50_VS_RT,25_VS_RT,PER_MEDIAN,PBR_MEDIAN
122310,제노레이,9950,52978,11800,8600,11000.0,10200.0,9400.0,8.92,"[651, 617, 743, 875]","[144, 168, 172, 259, 187]","[147, 111, 150, 183]","[22, 35, 33, 59, 34]","[132, 102, 143, 176]","[26, 32, 34, 52, 30]","[22, 18, 20, 20]","[15, 20, 19, 22, 18]","[20, 16, 19, 20]","[18, 19, 19, 19, 16]","[25, 16, 19, 20]","[15, 15, 15, 19, 20]","[31, 28, 26]","[31, 28, 25, 26, 31]","[254, 228, 254]","[200, 209, 225, 254, 205]","[2395, 856, 1029]","[868, 912, 958, 1029, 1037]","[975, 699, 984, 1209]","[178, 221, 230, 355, 207]","[7, 13, 10, 8]","[14, 15, 12, 10, 10]","[4124, 4654, 5535, 6677]","[4722, 4947, 5190, 5535, 5542]","[1, 2, 1, 1]","[2, 2, 1, 1, 1]","[135, 120, 170, 170]",[],"[1, 1, 1]",[],"[14, 16, 16]",[],T,T,84.32,115.7,90.45,97.55,105.85,9.0,1.0
361390,제노코,33250,231593,67600,15177,54494.25,41388.5,28282.75,9.37,"[301, 341, 456, 561]","[106, 145, 71, 135, 137, 153]","[-10, 25, 43, 62]","[7, 22, 4, 10, 8, 23]","[-8, 17, 58, 52]","[6, 16, 6, 30, 6, 22]","[9, 11]","[6, 15, 5, 7, 5, 15]","[12, 9]","[5, 10, 8, 22, 4, 14]","[29, 15]","[20, 18, 29, 20]",[102],"[59, 63, 114, 102, 118]",[82],"[177, 115, 119, 82, 108]",[723],"[1980, 2071, 2119, 723, 730]","[-174, 320, 832, 698]","[105, 217, 83, 408, 84, 293]","[35, 47]","[26, 40, 35, 44, 113]","[1418, 1411, 4160, 4760]","[3576, 3735, 3823, 4160, 4198]","[7, 6]","[4, 4, 5, 7, 8]","[50, 50]",[],[0],[],[6],[],T,T,49.19,219.07999999999998,61.019999999999996,80.34,117.56,41.0,6.5
287410,제이시스메디칼,8610,403156,10400,5210,9102.5,7805.0,6507.5,10.0,"[368, 508, 813, 1092]","[183, 200, 206, 224, 253, 263]","[27, 114, 236, 342]","[47, 62, 61, 67, 85, 78]","[11, 75, 135, 273]","[-63, 56, 61, 80, 65, 63]",[29],"[25, 30, 29, 29, 33, 29]",[16],"[-34, 28, 29, 35, 25, 23]",[42],"[-10, 46, 28, 42, 62]",[55],"[78, 86, 65, 55, 51]",[181],"[269, 209, 249, 181, 194]",[472],"[304, 267, 359, 472, 564]","[22, 128, 192, 383]","[-89, 80, 88, 113, 92, 94]",[40],"[60, 70, 40, 23, 91]","[-183, 240, 662, 1073]","[411, 383, 487, 662, 785]",[11],"[16, 14, 11, 11]",[],[],[],[],[],[],T,T,82.78999999999999,165.26000000000002,94.59,110.31,132.31,40.0,11.0
035900,JYP Ent.,54400,327177,66200,37600,59050.0,51900.0,44750.0,27.54,"[1554, 1444, 1939, 2888]","[323, 406, 573, 638, 678, 621]","[435, 441, 579, 831]","[138, 96, 182, 163, 192, 176]","[312, 296, 675, 663]","[120, 48, 166, 340, 167, 158]","[27, 30, 29, 28]","[42, 23, 31, 25, 28, 28]","[20, 20, 34, 22]","[37, 11, 28, 53, 24, 25]","[21, 17, 31, 24]","[16, 16, 20, 31, 32]","[28, 20, 26]","[19, 25, 25, 26, 30]","[265, 322, 223]","[381, 268, 278, 223, 196]","[849, 985, 1333]","[1024, 1051, 1143, 1333, 1358]","[883, 832, 1900, 1860]","[339, 136, 465, 960, 469, 357]","[27, 46, 26, 29]","[41, 47, 38, 26, 30, 152]","[4801, 5519, 7451, 9007]","[5746, 5890, 6413, 7451, 7660]","[5, 6, 6, 6]","[6, 6, 6, 6, 8]","[155, 154, 369, 346]",[],"[0, 0, 0]",[],"[16, 17, 18]",[],T,T,82.17999999999999,144.68,92.13,104.82000000000001,121.56,28.0,6.0
030000,제일기획,25800,209259,26650,20750,25175.0,23700.0,22225.0,31.45,"[34217, 27479, 33257, 38505]","[6967, 7901, 8537, 9852, 9466, 9389]","[2058, 2049, 2482, 3057]","[410, 721, 702, 650, 585, 830]","[1395, 1583, 1676, 2195]","[329, 552, 507, 288, 452, 569]","[6, 7, 7, 7]","[5, 9, 8, 6, 6, 8]","[4, 5, 5, 5]","[4, 6, 5, 2, 4, 6]","[15, 16, 15, 18]","[17, 19, 18, 15, 17]","[135, 120, 125]","[123, 119, 115, 125, 140]","[158, 160, 161]","[157, 157, 166, 161, 149]","[5735, 6065, 6385]","[5836, 6073, 6291, 6385, 6144]","[1200, 1368, 1438, 1889]","[283, 474, 436, 246, 390, 509]","[20, 15, 15, 13]","[14, 15, 13, 15, 15, 50]","[9347, 9948, 11030, 12020]","[9540, 10092, 10795, 11030, 10583]","[2, 2, 2, 2]","[2, 2, 2, 2, 2]","[820, 840, 990, 1062]",[],"[3, 4, 4]",[],"[60, 54, 60]",[],T,T,96.81,124.34,102.47999999999999,108.86,116.09,15.0,2.0
036930,주성엔지니어링,20000,545823,28400,10650,23962.5,19525.0,15087.5,11.08,"[2546, 1185, 3773, 4717]","[753, 723, 884, 1413, 1070, 1051]","[291, -250, 1026, 1380]","[161, 121, 238, 507, 306, 290]","[271, -82, 1455, 1141]","[159, 110, 263, 922, 246, 234]","[11, 27, 29]","[21, 16, 26, 35, 28, 27]","[10, 38, 24]","[21, 15, 29, 65, 23, 22]","[12, 48, 25]","[3, 9, 25, 48, 48]","[86, 92]","[130, 131, 115, 92, 97]","[31, 111]","[26, 46, 57, 111, 96]","[792, 1342]","[812, 857, 965, 1342, 1413]","[561, -170, 3016, 2190]","[330, 228, 546, 1911, 510, 502]","[14, 6, 9]","[58, 31, 8, 6, 8, 39]","[4951, 4713, 7661, 9775]","[5043, 5270, 5814, 7661, 8015]","[1, 2, 2]","[2, 2, 2, 2, 3]","[70, 155, 140]",[],"[0, 0]",[],"[12, 5]",[],T,T,70.42,187.79,83.46000000000001,102.42999999999999,132.56,9.0,2.0
013890,지누스,61800,40333,112500,57600,98775.0,85050.0,71325.0,18.52,"[8171, 9895, 11238, 13313]","[2743, 2514, 2751, 3231, 2908, 3068]","[1039, 867, 743, 1277]","[251, 134, 197, 162, 283, 256]","[724, 458, 517, 892]","[191, 83, 177, 65, 187, 200]","[12, 8, 6, 9]","[9, 5, 7, 5, 9, 8]","[8, 4, 4, 6]","[6, 3, 6, 2, 6, 6]","[26, 11, 11, 16]","[11, 8, 7, 11, 10]","[101, 116, 113]","[106, 107, 105, 113, 114]","[119, 86, 83]","[96, 92, 90, 83, 81]","[5223, 5885, 5921]","[5505, 5609, 5833, 5921, 6053]","[5167, 2912, 3269, 5350]","[1208, 527, 1123, 411, 1182, 1087]","[16, 32, 23, 11]","[26, 43, 32, 23, 22, 56]","[25106, 27032, 31401, 35831]","[28429, 28956, 30563, 31401, 32639]","[3, 3, 2, 1]","[2, 3, 2, 2, 2]","[1140, 729, 850, 867]",[],"[1, 0, 1]",[],"[13, 15, 15]",[],T,T,54.93,107.28999999999999,62.57,72.66,86.65,19.5,2.5
263860,지니언스,9090,19698,14500,6500,12500.0,10500.0,8500.0,10.37,"[249, 268, 319]","[47, 65, 63, 144, 57]","[23, 26, 59]","[-4, 12, 8, 43, -1]","[31, 34, 62]","[5, 12, 10, 35, 2]",[18],"[-8, 18, 12, 30, -1]",[19],"[10, 18, 16, 24, 3]",[16],"[12, 15, 15, 16, 15]",[28],"[22, 18, 17, 28, 21]",[292],"[464, 427, 451, 292, 356]",[908],"[782, 809, 831, 908, 890]","[329, 363, 654]","[54, 125, 108, 366, 24]",[19],"[15, 13, 13, 19, 18]","[3792, 4082, 4660]","[4135, 4282, 4407, 4660, 4569]",[2],"[1, 1, 1, 2, 2]",[120],[],[0],[],[17],[],T,T,62.69,139.85,72.72,86.57000000000001,106.94,19.0,2.0
093320,케이아이엔엑스,53900,3720,73200,40500,65025.0,56850.0,48675.0,22.43,"[646, 704, 845]","[185, 211, 225, 224, 268]","[165, 178, 197]","[45, 45, 49, 59, 65]","[157, 157, 164]","[42, 38, 50, 34, 61]","[25, 25, 23]","[24, 21, 21, 26, 24]","[24, 22, 19]","[22, 17, 22, 15, 22]","[20, 15, 13]","[16, 12, 13, 13, 14]","[24, 26, 22]","[25, 20, 23, 22, 23]","[257, 456, 217]","[539, 292, 219, 217, 534]","[3381, 4371, 4994]","[4438, 4579, 4781, 4994, 5119]","[3083, 3056, 3251]","[837, 709, 997, 707, 1126]","[11, 23, 15]","[22, 23, 14, 15, 15]","[17843, 22417, 25579]","[22781, 23509, 24486, 25579, 26212]","[2, 3, 1]","[3, 2, 1, 1, 2]","[500, 500, 500]",[],"[1, 0, 1]",[],"[15, 16, 15]",[],T,T,73.63,133.09,82.89,94.81,110.72999999999999,15.0,2.0
060720,KH바텍,22300,578137,31950,18400,28562.5,25175.0,21787.5,9.53,"[2036, 1850, 3398, 4395]","[390, 412, 1438, 1159, 661, 609]","[70, 35, 269, 441]","[7, 11, 141, 110, 49, 43]","[-116, -138, 331, 390]","[34, -26, 187, 137, 54, 31]","[7, 10]","[1, 2, 9, 9, 7, 7]","[9, 8]","[8, -6, 12, 11, 8, 5]","[16, 16]","[-8, -7, 2, 16, 17]",[76],"[74, 81, 110, 76, 61]",[149],"[70, 67, 104, 149, 162]",[1805],"[1508, 1486, 1734, 1805, 1794]","[-542, -582, 1411, 1658]","[144, -110, 789, 588, 229, 84]","[18, 13]","[-30, -36, 112, 18, 14, 264]","[8359, 7775, 9612, 11143]","[7952, 7854, 9246, 9612, 9583]","[2, 2]","[2, 2, 2, 2, 2]","[300, 240]",[],[1],[],[20],[],T,T,69.8,121.2,78.07,88.58,102.35000000000001,15.5,2.0
035600,KG이니시스,15500,151949,25150,15100,22637.5,20125.0,17612.5,10.36,"[7476, 8102, 10120, 10974]","[2419, 2496, 2507, 2698, 2589, 2654]","[822, 980, 1066, 1118]","[260, 276, 266, 264, 245, 275]","[600, 530, 621, 793]","[204, 228, 246, -57, 161, 194]","[11, 12, 10, 10]","[10, 11, 10, 9, 9, 10]","[8, 6, 6, 7]","[8, 9, 9, -2, 6, 7]","[21, 15, 14, 15]","[15, 15, 17, 14, 12]","[235, 209, 178]","[199, 180, 190, 178, 184]","[79, 92, 96]","[93, 90, 94, 96, 96]","[1815, 2039, 2323]","[2123, 2248, 2380, 2323, 2337]","[1792, 1521, 1725, 2193]","[566, 624, 631, -95, 446]","[9, 13, 11, 7]","[11, 11, 8, 11, 14]","[9369, 11565, 13469, 15952]","[12466, 13816, 13836, 13469, 13685]","[1, 1, 1, 0]","[1, 1, 1, 1, 1]","[330, 350, 400, 410]",[],"[1, 1, 2]",[],"[17, 21, 22]",[],T,T,61.629999999999995,102.64999999999999,68.47,77.02,88.01,10.0,1.0
381970,케이카,26050,81365,43200,20850,37612.5,32025.0,26437.5,16.68,"[11854, 13231, 19024, 24324]","[4851, 4900, 5018, 5495]","[292, 377, 711, 898]","[214, 184, 142, 135]","[148, 241, 468, 588]","[147, 123, 79, 85]","[3, 3]","[4, 3, 2, 2]","[2, 2]","[3, 2, 1, 1]","[20, 20]",[],[99],"[144, 117, 99]",[34],"[29, 39, 34]",[1036],"[740, 903, 1036]","[369, 602, 1004, 1225]","[313, 262, 165, 177]","[33, 21]",[156],"[3704, 4268, 5729, 6176]","[4224, 5055, 5729]","[5, 4]",[5],"[750, 790]",[],[2],[],[77],[],T,T,60.3,124.94000000000001,69.26,81.34,98.53,27.0,4.5
052400,코나아이,21700,60582,49700,19750,42212.5,34725.0,27237.5,5.88,"[1220, 1378, 1945]","[385, 475, 504, 581, 580]","[-26, 190, 482]","[88, 117, 137, 139, 147]","[-97, 190, 525]","[84, 120, 154, 167, 100]",[24],"[22, 24, 27, 23, 25]",[27],"[21, 25, 30, 28, 17]",[45],"[27, 30, 36, 45, 43]",[683],"[784, 707, 1248, 683, 533]",[399],"[93, 81, 950, 399, 421]",[2153],"[1588, 1741, 1939, 2153, 2273]","[-591, 1223, 3378]","[543, 771, 993, 1072, 644]",[9],"[25, 22, 11, 9, 7]","[5530, 6513, 9393]","[7091, 7636, 8682, 9393, 9949]",[3],"[5, 5, 3, 3, 2]",[],[],[],[],[],[],T,T,43.66,109.87,51.41,62.49,79.67,9.0,3.0
183300,코미코,59600,19488,90900,49400,80525.0,70150.0,59775.0,35.69,"[1735, 2008, 2570]","[597, 644, 665, 665, 697]","[345, 356, 588]","[138, 163, 150, 138, 166]","[228, 243, 472]","[103, 128, 108, 134, 129]","[19, 17, 22]","[23, 25, 22, 20, 23]","[13, 12, 18]","[17, 19, 16, 20, 18]","[21, 17, 24]","[19, 23, 22, 24, 24]","[139, 86, 69]","[84, 76, 73, 69, 69]","[142, 194, 157]","[177, 183, 185, 157, 157]","[2525, 3336, 4194]","[3471, 3731, 3947, 4194, 4342]","[2515, 2680, 4707]","[1030, 1274, 1080, 1334, 1285]","[11, 18, 14]","[20, 17, 19, 14, 12]","[13185, 17023, 22240]","[17987, 19556, 20972, 22240, 23204]","[2, 2, 3]","[3, 3, 3, 3, 2]","[400, 350, 550]",[],"[1, 0, 0]",[],"[15, 14, 11]",[],T,T,65.57,120.64999999999999,74.00999999999999,84.96000000000001,99.71,14.0,2.0
029960,코엔텍,8600,263623,10500,7660,9790.0,9080.0,8370.0,7.59,"[711, 708, 741, 844]","[176, 162, 187, 216, 215, 205]","[284, 310, 366, 477]","[89, 64, 80, 132, 125, 117]","[241, 255, 296, 383]","[72, 51, 63, 110, 100, 93]","[40, 43, 49, 56]","[50, 39, 42, 61, 58, 57]","[33, 36, 40, 45]","[40, 31, 33, 51, 46, 45]","[16, 16, 19, 22]","[18, 16, 16, 19, 22]","[29, 26, 24]","[48, 28, 25, 24, 35]","[689, 626, 534]","[245, 465, 508, 534, 302]","[511, 505, 522]","[433, 453, 478, 522, 502]","[483, 511, 593, 766]","[143, 102, 127, 221, 199, 186]","[20, 18, 14, 11]","[18, 20, 18, 14, 12, 46]","[3069, 3041, 3123, 3595]","[2675, 2778, 2905, 3123, 3023]","[3, 3, 2, 2]","[3, 3, 3, 2, 2]","[540, 510, 300, 300]",[],"[5, 5, 3]",[],"[111, 99, 50]",[],T,T,81.89999999999999,112.27000000000001,87.83999999999999,94.71000000000001,102.75000000000001,16.0,2.5
021240,코웨이,70100,80400,89100,64700,83000.0,76900.0,70800.0,61.18,"[30189, 32374, 36643, 39722]","[8790, 9054, 9340, 9459, 9280, 9915]","[4583, 6064, 6402, 6952]","[1707, 1664, 1638, 1392, 1727, 1746]","[3322, 4047, 4655, 5054]","[1258, 1158, 1365, 874, 1350, 1211]","[15, 18, 17, 17]","[19, 18, 17, 14, 18, 17]","[11, 12, 12, 12]","[14, 12, 14, 9, 14, 12]","[30, 31, 27, 23]","[31, 28, 27, 27, 27]","[165, 103, 99]","[121, 109, 104, 99, 118]","[41, 53, 67]","[76, 68, 70, 67, 87]","[2671, 3720, 4685]","[3809, 4093, 4444, 4685, 4789]","[4511, 5486, 6310, 6840]","[1705, 1570, 1850, 1185, 1830, 1652]","[20, 13, 11, 10]","[11, 13, 12, 11, 10, 42]","[14931, 20554, 26268, 31802]","[21116, 22701, 24918, 26268, 26950]","[6, 3, 2, 2]","[3, 3, 2, 2, 2]","[2400, 1200, 1250, 1270]",[],"[2, 1, 1]",[],"[52, 21, 19]",[],T,T,78.68,108.35,84.46000000000001,91.16,99.00999999999999,12.0,2.5
259960,크래프톤,249000,195708,580000,233000,493250.0,406500.0,319750.0,28.92,"[10875, 16704, 18863, 22120]","[4610, 4593, 5219, 4440, 5230, 5177]","[3593, 7739, 6396, 8799]","[2272, 1742, 1953, 430, 3119, 1898]","[2789, 5563, 5199, 7013]","[1940, 1413, 1783, 62, 2452, 1519]",[33],"[49, 37, 37, 9, 59, 36]",[27],"[42, 30, 34, 1, 46, 29]",[17],"[39, 37, 19, 17, 18]",[22],"[47, 45, 17, 22, 19]",[572],"[272, 289, 771, 572, 509]",[89793],"[28881, 33250, 89656, 89793, 95507]","[7198, 13710, 11442, 14293]","[4535, 3276, 3811, 127, 5002, 3154]",[40],"[39, 40, 22, 78]","[14528, 28377, 98465, 117808]","[33213, 36273, 96612, 98465, 103331]",[4],"[5, 4, 2]",[],[],[],[],[],[],T,T,42.93,106.87,50.480000000000004,61.25000000000001,77.86999999999999,40.0,4.0
214150,클래시스,17500,195474,27200,13800,23850.0,20500.0,17150.0,66.98,"[811, 765, 1006, 1368]","[213, 295, 245, 253, 354, 340]","[417, 406, 517, 673]","[109, 161, 133, 114, 167, 160]","[334, 382, 438, 532]","[96, 120, 125, 97, 128, 120]","[51, 53, 51, 49]","[51, 54, 54, 45, 47, 47]","[41, 49, 43, 38]","[44, 40, 51, 38, 36, 35]","[48, 36, 30, 28]","[32, 35, 35, 30, 31]","[29, 11, 32]","[14, 12, 12, 32, 76]","[176, 543, 306]","[414, 425, 388, 306, 257]","[1265, 1812, 2429]","[1900, 2086, 2280, 2429, 2561]","[534, 590, 677, 821]","[148, 186, 194, 150, 198, 202]","[26, 26, 27, 21]","[25, 26, 27, 27, 30, 86]","[1366, 1913, 2530, 3319]","[2000, 2187, 2380, 2530, 2662]","[10, 8, 7, 5]","[7, 8, 8, 7, 8]","[46, 60, 66, 72]",[],"[0, 0, 0]",[],"[8, 10, 9]",[],T,T,64.34,126.81,73.38,85.37,102.03999999999999,26.0,7.5
039490,키움증권,93900,34635,136000,82700,122675.0,109350.0,96025.0,24.58,"[27133, 45197, 58662, 41657]","[5315, 14373, 10255, 13024, 21010]","[4737, 9690, 12089, 9039]","[2891, 3472, 2926, 3209, 2481, 2382]","[3620, 7062, 9102, 6689]","[2142, 2668, 2212, 2335, 1887, 1652]","[17, 21, 20, 21]","[54, 24, 28, 24, 11]","[13, 15, 15, 16]","[40, 18, 21, 17, 8]","[16, 27, 25, 14]","[27, 36, 31, 27, 25]","[960, 1203, 953]","[1203, 1112, 984, 986, 953]",[],[],"[1709, 2191, 2889]","[2191, 2340, 2575, 2746, 2889]","[14287, 27681, 32813, 23018]","[8276, 10142, 8432, 8013, 6478, 5627]","[5, 4, 3, 4]","[4, 3, 3, 3, 3, 16]","[89743, 114155, 149422, 173849]","[114155, 121539, 133516, 142178, 149422]","[0, 1, 0, 0]","[1, 1, 0, 0, 0]","[2000, 3000, 3500, 3175]",[],"[2, 2, 3]",[],"[15, 10, 11]",[],T,T,69.04,113.53999999999999,76.53999999999999,85.87,97.78999999999999,4.0,0.0
009410,태영건설,8400,58462,13700,8410,12377.5,11055.0,9732.5,8.9,"[29671, 22815, 27517]","[5121, 5981, 5188, 11228, 5829]","[2764, 2509, 1745]","[441, 520, 390, 394, 283]","[995, 5325, 654]","[261, 111, 196, 86, 218]","[9, 11, 6]","[8, 8, 7, 3, 4]","[3, 23, 2]","[5, 1, 3, 0, 3]","[8, 61, 11]","[57, 53, 0, 11, 10]","[276, 487, 426]","[460, 467, 483, 426, 387]","[94, 64, 73]","[67, 65, 58, 73, 61]","[2866, 8250, 8565]","[8324, 8413, 8514, 8565, 8630]","[1152, 8432, 1869]","[664, 429, 484, 291, 631]","[5, 1, 5]","[1, 1, -189, 5, 5]","[16307, 15978, 17753]","[16457, 16999, 17484, 17753, 18113]","[0, 0, 0]","[0, 0, 0, 0, 0]","[150, 325, 350]",[],"[2, 2, 3]",[],"[11, 2, 18]",[],T,T,61.309999999999995,99.88,67.86999999999999,75.98,86.31,5.0,0.0
095610,테스,25600,111346,32450,23750,30275.0,28100.0,25925.0,8.84,"[1784, 2460, 3752, 3972]","[1544, 1037, 550, 621, 1025, 995]","[117, 317, 622, 689]","[330, 223, 63, 5, 185, 194]","[97, 300, 740, 609]","[279, 208, 71, 182, 152, 231]","[6, 12, 16, 17]","[21, 21, 11, 0, 18, 19]","[5, 12, 19, 15]","[18, 20, 12, 29, 14, 23]","[4, 13, 27, 19]","[22, 23, 23, 27, 22]","[15, 16, 14]","[28, 18, 16, 14, 16]","[293, 144, 210]","[152, 240, 234, 210, 207]","[2225, 2463, 3108]","[2650, 2862, 2932, 3108, 3162]","[493, 1519, 3743, 3086]","[1410, 1050, 360, 923, 768, 825]","[50, 19, 7, 8]","[12, 10, 8, 7, 8, 31]","[11202, 12521, 15906, 19175]","[13604, 14682, 14984, 15906, 16161]","[2, 2, 1, 1]","[2, 2, 1, 1, 1]","[300, 450, 560, 637]",[],"[1, 1, 1]",[],"[59, 28, 14]",[],T,T,78.89,107.79,84.56,91.10000000000001,98.75,13.5,1.5
131970,테스나,41700,510143,58000,39350,53337.5,48675.0,44012.5,6.52,"[968, 1325, 2076, 2816]","[440, 432, 568, 636, 604, 676]","[242, 306, 541, 800]","[99, 82, 167, 193, 150, 193]","[214, 372, 472, 719]","[74, 60, 133, 205, 106]","[24, 23, 26, 28]","[22, 18, 29, 30, 24, 28]","[22, 28, 22, 25]","[16, 13, 23, 32, 17]","[17, 19, 19, 24]","[20, 19, 21, 19, 20]","[109, 103, 103]","[107, 95, 101, 103, 104]","[214, 37, 49]","[38, 51, 57, 49, 46]","[3974, 2478, 2990]","[2539, 2610, 2770, 2990, 3083]","[1549, 2248, 2761, 4210]","[431, 352, 781, 1198, 622]","[16, 25, 18, 9]","[19, 19, 15, 18, 14]","[10304, 13173, 15444, 19469]","[13346, 13663, 14446, 15444, 15876]","[2, 4, 3, 2]","[3, 3, 3, 3, 2]","[101, 130, 160, 200]",[],"[0, 0, 0]",[],"[7, 5, 6]",[],T,T,71.89999999999999,105.97000000000001,78.18,85.67,94.75,17.0,2.5
064760,티씨케이,135600,20490,213000,110800,187450.0,161900.0,136350.0,68.22,"[1714, 2282, 2708, 3261]","[630, 662, 687, 728, 778, 798]","[592, 803, 1034, 1230]","[239, 259, 266, 270, 291, 301]","[468, 605, 819, 960]","[190, 211, 211, 207, 228, 234]","[34, 35, 38, 37]","[37, 39, 38, 37, 37, 37]","[27, 26, 30, 29]","[30, 31, 30, 28, 29, 29]","[23, 24, 26, 25]","[25, 26, 26, 26, 27]","[13, 14, 14]","[16, 11, 10, 14, 16]","[397, 455, 491]","[410, 591, 669, 491, 446]","[3676, 4533, 5716]","[4638, 5000, 5361, 5716, 5820]","[4011, 5183, 7014, 8211]","[1627, 1810, 1805, 1771, 1952, 2007]","[16, 24, 21, 16]","[33, 33, 17, 21, 17, 67]","[18883, 23166, 29080, 35911]","[23693, 25504, 27309, 29080, 29602]","[3, 5, 5, 3]","[7, 7, 4, 5, 4]","[900, 1100, 1430, 1377]",[],"[1, 0, 0]",[],"[22, 21, 20]",[],T,T,63.660000000000004,122.38,72.34,83.76,99.45,18.5,4.0
131290,티에스이,86600,49771,89000,51500,79625.0,70250.0,60875.0,11.62,"[1915, 2855, 3077, 3706]","[615, 857, 731, 873, 809, 925]","[207, 427, 546, 799]","[119, 205, 109, 114, 222, 262]","[160, 294, 432, 798]","[109, 163, 120, 41, 193]","[10, 14, 17, 21]","[19, 23, 14, 13, 27, 28]","[8, 10, 14, 21]","[17, 19, 16, 4, 23]","[10, 15, 20, 26]","[14, 15, 16, 20, 22]","[35, 33, 37]","[34, 34, 33, 37, 36]","[187, 189, 201]","[171, 207, 223, 201, 195]","[3015, 3467, 4256]","[3613, 3938, 4153, 4256, 4449]","[1462, 2457, 4043, 6731]","[968, 1510, 1075, 491, 1624, 1889]","[9, 25, 18, 12]","[21, 20, 20, 18, 13, 45]","[16094, 18380, 22550, 29273]","[19208, 20592, 21680, 22550, 23533]","[0, 3, 3, 2]","[2, 2, 3, 3, 2]","[200, 250, 500, 600]",[],"[1, 0, 0]",[],"[12, 9, 11]",[],T,T,97.3,168.16,108.75999999999999,123.27,142.26000000000002,15.0,2.5
140860,파크시스템스,111300,38315,158200,97800,143100.0,128000.0,112900.0,21.08,"[520, 712, 853, 1089]","[151, 124, 216, 361, 178, 252]","[80, 150, 176, 272]","[14, -10, 48, 124, 6, 56]","[85, 100, 91, 246]","[-59, 12, 93, 45, 3, 52]","[15, 21, 20, 24]","[8, -7, 22, 34, 3, 22]","[16, 13, 10, 22]","[-39, 9, 43, 12, 1, 20]","[21, 20, 12, 26]","[4, 0, 9, 12, 22]","[36, 96, 48]","[122, 112, 90, 48, 33]","[244, 221, 308]","[174, 171, 215, 308, 386]","[1224, 1500, 2519]","[1292, 1342, 1622, 2519, 2593]","[1277, 1493, 1355, 3541]","[-889, 178, 1391, 668, 49, 721]","[31, 63, 112, 31]","[470, -3118, 135, 112, 57, 154]","[6656, 7996, 13125, 14148]","[6936, 7187, 8617, 13125, 13491]","[6, 11, 11, 7]","[19, 18, 12, 11, 9]","[120, 180, 250, 260]",[],"[0, 0, 0]",[],"[9, 12, 18]",[],T,T,70.35,113.79999999999998,77.78,86.95,98.58,47.0,9.0
178920,PI첨단소재,48100,190217,67800,39400,60700.0,53600.0,46500.0,11.33,"[2237, 2618, 3019, 3547]","[776, 741, 803, 699, 783, 822]","[336, 600, 759, 850]","[207, 216, 192, 144, 132, 179]","[177, 417, 640, 672]","[162, 160, 156, 161, 119, 129]","[15, 22, 25, 23]","[26, 29, 23, 20, 16, 21]","[7, 15, 21, 18]","[20, 21, 19, 23, 15, 15]","[6, 15, 21, 19]","[17, 19, 20, 21, 20]","[56, 42, 45]","[49, 41, 40, 45, 60]","[65, 139, 142]","[126, 133, 140, 142, 93]","[2143, 2358, 2651]","[2326, 2435, 2542, 2651, 2514]","[603, 1421, 2179, 2288]","[553, 544, 533, 549, 404, 440]","[58, 26, 25, 21]","[29, 29, 28, 25, 22, 109]","[8557, 9633, 11097, 12207]","[9475, 10020, 10552, 11097, 10411]","[4, 3, 4, 3]","[4, 5, 5, 4, 4]","[315, 711, 1090, 1050]",[],"[0, 1, 1]",[],"[52, 50, 50]",[],T,T,70.94,122.08000000000001,79.24,89.74,103.44,25.5,3.5
319660,피에스케이,44450,71573,54400,33150,49087.5,43775.0,38462.5,11.23,"[1546, 2657, 4458, 4900]","[955, 1258, 1008, 1237, 940, 1154]","[169, 316, 941, 1111]","[249, 317, 238, 137, 195, 281]","[150, 223, 767, 884]","[215, 250, 202, 100, 159, 229]","[10, 11, 21, 22]","[26, 25, 23, 11, 20, 24]","[9, 8, 17, 18]","[22, 19, 20, 8, 16, 19]","[11, 30, 26]","[12, 20, 26, 30, 26]","[19, 23, 42]","[27, 25, 28, 42, 43]","[314, 243, 187]","[236, 288, 139, 187, 162]","[2534, 2856, 3838]","[3087, 3438, 3712, 3838, 3935]","[1346, 1508, 5197, 5987]","[1454, 1696, 1369, 678, 1079, 1588]","[17, 26, 10, 7]","[19, 13, 8, 10, 10, 27]","[13228, 14836, 19776, 25279]","[16061, 17773, 19244, 19776, 20234]","[1, 2, 2, 1]","[2, 2, 1, 2, 2]","[300, 300, 600, 640]",[],"[1, 0, 1]",[],"[28, 19, 11]",[],T,T,81.71000000000001,134.09,90.55,101.54,115.57,13.5,1.5
