date,time,price
20210406,1530,27675
20210406,1519,27670
20210406,1518,27670
20210406,1517,27665
20210406,1516,27660
20210406,1515,27675
20210406,1514,27680
20210406,1513,27665
20210406,1512,27670
20210406,1511,27665
20210406,1510,27670
20210406,1509,27675
20210406,1508,27685
20210406,1507,27695
20210406,1506,27690
20210406,1505,27695
20210406,1504,27685
20210406,1503,27665
20210406,1502,27660
20210406,1501,27685
20210406,1500,27660
20210406,1459,27675
20210406,1458,27680
20210406,1457,27665
20210406,1456,27675
20210406,1455,27680
20210406,1454,27690
20210406,1453,27695
20210406,1452,27695
20210406,1451,27695
20210406,1450,27680
20210406,1449,27700
20210406,1448,27665
20210406,1447,27660
20210406,1446,27685
20210406,1445,27680
20210406,1444,27690
20210406,1443,27705
20210406,1442,27710
20210406,1441,27700
20210406,1440,27690
20210406,1439,27700
20210406,1438,27710
20210406,1437,27710
20210406,1436,27725
20210406,1435,27725
20210406,1434,27740
20210406,1433,27740
20210406,1432,27735
20210406,1431,27725
20210406,1430,27720
20210406,1429,27725
20210406,1428,27720
20210406,1427,27745
20210406,1426,27755
20210406,1425,27745
20210406,1424,27730
20210406,1423,27725
20210406,1422,27725
20210406,1421,27730
20210406,1420,27715
20210406,1419,27725
20210406,1418,27715
20210406,1417,27710
20210406,1416,27710
20210406,1415,27695
20210406,1414,27705
20210406,1413,27715
20210406,1412,27695
20210406,1411,27695
20210406,1410,27685
20210406,1409,27675
20210406,1408,27655
20210406,1407,27660
20210406,1406,27650
20210406,1405,27650
20210406,1404,27655
20210406,1403,27665
20210406,1402,27645
20210406,1401,27640
20210406,1400,27645
20210406,1359,27655
20210406,1358,27655
20210406,1357,27655
20210406,1356,27655
20210406,1355,27655
20210406,1354,27645
20210406,1353,27645
20210406,1352,27655
20210406,1351,27670
20210406,1350,27660
20210406,1349,27665
20210406,1348,27645
20210406,1347,27640
20210406,1346,27660
20210406,1345,27670
20210406,1344,27665
20210406,1343,27670
20210406,1342,27665
20210406,1341,27690
20210406,1340,27695
20210406,1339,27705
20210406,1338,27685
20210406,1337,27695
20210406,1336,27675
20210406,1335,27675
20210406,1334,27675
20210406,1333,27660
20210406,1332,27655
20210406,1331,27675
20210406,1330,27675
20210406,1329,27670
20210406,1328,27670
20210406,1327,27660
20210406,1326,27645
20210406,1325,27655
20210406,1324,27655
20210406,1323,27640
20210406,1322,27630
20210406,1321,27600
20210406,1320,27575
20210406,1319,27575
20210406,1318,27580
20210406,1317,27580
20210406,1316,27555
20210406,1315,27560
20210406,1314,27590
20210406,1313,27565
20210406,1312,27570
20210406,1311,27545
20210406,1310,27565
20210406,1309,27560
20210406,1308,27560
20210406,1307,27565
20210406,1306,27565
20210406,1305,27565
20210406,1304,27570
20210406,1303,27555
20210406,1302,27550
20210406,1301,27570
20210406,1300,27580
20210406,1259,27565
20210406,1258,27555
20210406,1257,27555
20210406,1256,27560
20210406,1255,27555
20210406,1254,27560
20210406,1253,27565
20210406,1252,27565
20210406,1251,27550
20210406,1250,27555
20210406,1249,27565
20210406,1248,27560
20210406,1247,27540
20210406,1246,27555
20210406,1245,27565
20210406,1244,27555
20210406,1243,27555
20210406,1242,27535
20210406,1241,27535
20210406,1240,27520
20210406,1239,27530
20210406,1238,27520
20210406,1237,27510
20210406,1236,27525
20210406,1235,27500
20210406,1234,27510
20210406,1233,27475
20210406,1232,27480
20210406,1231,27485
20210406,1230,27495
20210406,1229,27550
20210406,1228,27535
20210406,1227,27530
20210406,1226,27545
20210406,1225,27555
20210406,1224,27550
20210406,1223,27550
20210406,1222,27540
20210406,1221,27550
20210406,1220,27555
20210406,1219,27565
20210406,1218,27535
20210406,1217,27530
20210406,1216,27525
20210406,1215,27565
20210406,1214,27575
20210406,1213,27605
20210406,1212,27600
20210406,1211,27575
20210406,1210,27535
20210406,1209,27545
20210406,1208,27555
20210406,1207,27555
20210406,1206,27585
20210406,1205,27575
20210406,1204,27570
20210406,1203,27565
20210406,1202,27575
20210406,1201,27600
20210406,1200,27590
20210406,1159,27570
20210406,1158,27565
20210406,1157,27560
20210406,1156,27570
20210406,1155,27545
20210406,1154,27535
20210406,1153,27535
20210406,1152,27545
20210406,1151,27545
20210406,1150,27560
20210406,1149,27560
20210406,1148,27565
20210406,1147,27565
20210406,1146,27545
20210406,1145,27545
20210406,1144,27500
20210406,1143,27490
20210406,1142,27455
20210406,1141,27460
20210406,1140,27470
20210406,1139,27505
20210406,1138,27500
20210406,1137,27475
20210406,1136,27470
20210406,1135,27460
20210406,1134,27460
20210406,1133,27435
20210406,1132,27425
20210406,1131,27455
20210406,1130,27450
20210406,1129,27465
20210406,1128,27460
20210406,1127,27455
20210406,1126,27470
20210406,1125,27475
20210406,1124,27460
20210406,1123,27475
20210406,1122,27480
20210406,1121,27485
20210406,1120,27495
20210406,1119,27465
20210406,1118,27460
20210406,1117,27480
20210406,1116,27455
20210406,1115,27430
20210406,1114,27425
20210406,1113,27425
20210406,1112,27400
20210406,1111,27440
20210406,1110,27425
20210406,1109,27385
20210406,1108,27430
20210406,1107,27425
20210406,1106,27440
20210406,1105,27445
20210406,1104,27425
20210406,1103,27425
20210406,1102,27435
20210406,1101,27455
20210406,1100,27475
20210406,1059,27445
20210406,1058,27445
20210406,1057,27440
20210406,1056,27430
20210406,1055,27465
20210406,1054,27435
20210406,1053,27500
20210406,1052,27525
20210406,1051,27535
20210406,1050,27535
20210406,1049,27570
20210406,1048,27585
20210406,1047,27610
20210406,1046,27590
20210406,1045,27590
20210406,1044,27645
20210406,1043,27635
20210406,1042,27640
20210406,1041,27650
20210406,1040,27650
20210406,1039,27655
20210406,1038,27675
20210406,1037,27670
20210406,1036,27640
20210406,1035,27650
20210406,1034,27665
20210406,1033,27670
20210406,1032,27660
20210406,1031,27640
20210406,1030,27640
20210406,1029,27630
20210406,1028,27640
20210406,1027,27650
20210406,1026,27665
20210406,1025,27670
20210406,1024,27705
20210406,1023,27700
20210406,1022,27695
20210406,1021,27705
20210406,1020,27710
20210406,1019,27685
20210406,1018,27680
20210406,1017,27690
20210406,1016,27700
20210406,1015,27700
20210406,1014,27680
20210406,1013,27700
20210406,1012,27700
20210406,1011,27715
20210406,1010,27730
20210406,1009,27730
20210406,1008,27760
20210406,1007,27785
20210406,1006,27795
20210406,1005,27785
20210406,1004,27795
20210406,1003,27790
20210406,1002,27805
20210406,1001,27795
20210406,1000,27810
20210406,0959,27775
20210406,0958,27795
20210406,0957,27795
20210406,0956,27810
20210406,0955,27800
20210406,0954,27830
20210406,0953,27835
20210406,0952,27850
20210406,0951,27865
20210406,0950,27870
20210406,0949,27860
20210406,0948,27865
20210406,0947,27875
20210406,0946,27860
20210406,0945,27845
20210406,0944,27850
20210406,0943,27850
20210406,0942,27860
20210406,0941,27880
