코드,종목명,거래량,종가,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,신고가대비_종가비율,신저가대비_종가비율,사분위75%대비_종가비율,사분위50%대비_종가비율,사분위50%대비_종가비율,종가_중간값,20일중간값_종가비율,20일사분위25%,20일사분위25%_종가비율,종가흐름,외국인지분율,외국인지분율조건,외국인지분율_중간값,20일중간값_외국인비율,외국인보유흐름,ROE조건,ROE(지배주주)_년도,ROE(지배주주)_분기,영업이익_증가,당기순이익_증가,PER_중간값,PER(배)_년도,PER(배)_분기,PBR_중간값,PBR(배)_년도,PBR(배)_분기,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,BPS(원)_년도,BPS(원)_분기
A112040,위메이드,728797,81100,245700,24904,190501.0,135302.0,80103.0,33.01,325.65,42.57,101.24,101.24,73540,110.28,67300,120.51,"[81100.0, 72200.0, 71000.0, 69700.0, 69700.0, 62000.0, 65300.0, 65300.0, 67300.0, 67300.0, 66400.0, 70500.0, 75800.0, 73200.0, 81900.0, 79600.0, 79000.0, 87000.0, 85400.0, 81100.0]",5.01,T,6.04,82.95,"[6.22, 5.51, 5.98, 6.47, 6.55, 6.97, 7.34, 7.3, 7.2, 7.16, 7.26, 7.44, 5.58, 5.0, 4.79, 4.41, 4.48, 5.35, 5.01, 4.79]",T,"[-4, -2, 69, 10]","[2, 10, 20, 69, 68]",F,F,-15.0,"[-49, -93, 19, 41]","[139, 33, 43, 19, 12, 197]",2.5,"[2, 2, 9, 3]","[3, 3, 7, 9, 6]","[1136, 1267, 3350, 6264]","[760, 689, 633, 1267, 1310, 1416]","[-93, -125, 974, 985]","[275, 269, 174, 255, 53, 176]","[-287, -180, 3081, 747]","[240, 186, 179, 2476, 3, 157]","[-8, -9, 29, 15]","[36, 39, 27, 20, 4, 12]","[-25, -14, 91, 11]","[31, 26, 28, 195, 0, 11]","[303, 303, 650, 520]",[],"[2, 1, 0]",[],"[-98, -141, 6]",[],"[26, 19, 59]","[47, 40, 69, 59, 74]","[185, 278, 111]","[156, 173, 122, 111, 81]","[2976, 2940, 3223]","[2946, 3158, 1672, 3223, 3064]","[-301, -209, 9217, 2051]","[698, 552, 508, 7450, -55, 432]","[7213, 7812, 18883, 21793]","[8020, 8402, 8926, 18883, 16957]"
A036200,유니셈,152785,10050,15800,9800,14300.0,12800.0,11300.0,63.61,102.55,70.28,88.94,88.94,10275,97.81,10125,99.26,"[11000.0, 10850.0, 10200.0, 10200.0, 10200.0, 9810.0, 10150.0, 10000.0, 10150.0, 10350.0, 10450.0, 10550.0, 10500.0, 10350.0, 10150.0, 10050.0, 10000.0, 10250.0, 10250.0, 10050.0]",5.33,T,5.25,101.52,"[5.21, 5.18, 5.13, 5.32, 5.32, 5.29, 5.33, 5.3, 5.35, 5.35, 5.37, 5.29, 5.2, 5.12, 5.13, 5.14, 5.11, 5.32, 5.33, 5.3]",T,"[18, 15, 23, 19]","[17, 18, 21, 23, 18]",F,F,9.5,"[7, 12, 11, 8]","[15, 14, 11, 11, 11]",1.0,"[1, 1, 2, 1]","[2, 2, 2, 2, 1]","[1790, 2151, 2961, 3257]","[776, 861, 690, 633, 600, 795]","[240, 322, 437, 500]","[136, 147, 109, 44, 81, 122]","[213, 205, 382, 414]","[127, 118, 88, 49, 57]","[13, 14, 14, 15]","[17, 17, 15, 6, 13, 15]","[11, 9, 12, 12]","[16, 13, 12, 7, 9]","[50, 80, 120, 125]",[],"[0, 0, 0]",[],"[6, 11, 9]",[],"[35, 33, 27]","[35, 31, 29, 27, 29]","[259, 250, 298]","[231, 259, 272, 298, 275]","[723, 817, 1050]","[884, 961, 1019, 1050, 1064]","[718, 686, 1244, 1278]","[413, 386, 287, 159, 187]","[4376, 5003, 6222, 7425]","[5357, 5761, 6059, 6222, 6298]"
A000700,유수홀딩스,26770,6210,8230,5130,7455.0,6680.0,5905.0,75.46,121.05,83.3,105.17,105.17,6056,102.54,5967,104.07,"[6300.0, 6290.0, 6170.0, 6090.0, 6090.0, 5800.0, 5980.0, 5980.0, 6050.0, 6080.0, 5920.0, 5970.0, 5960.0, 5880.0, 5950.0, 6000.0, 5990.0, 6230.0, 6190.0, 6210.0]",10.97,T,10.75,102.05,"[10.65, 10.66, 10.71, 10.72, 10.72, 10.7, 10.68, 10.66, 10.66, 10.67, 10.67, 10.67, 10.76, 10.76, 10.75, 10.78, 10.81, 10.94, 10.97, 10.98]",T,"[30, 7]","[31, 30, 33, 7, 9]",F,F,3.5,"[1, 6]","[2, 2, 1, 6, 5]",0.0,"[0, 0]","[0, 0, 0, 0, 0]","[3661, 3348, 5037]","[1070, 1142, 1319, 1506, 1470]","[-78, -152, 203]","[21, 26, 67, 90, 82]","[-25, 629, 392]","[73, 52, 123, 144, 110]","[-4, 4]","[1, 2, 5, 5, 5]","[18, 7]","[6, 4, 9, 9, 7]","[500, 400]",[],"[8, 6]",[],"[15, 39]",[],"[28, 22]","[28, 23, 23, 22, 24]","[210, 348]","[244, 308, 337, 348, 340]","[403, 421]","[391, 396, 408, 421, 419]","[156, 3071, 923]","[174, 140, 303, 305, 312]","[9072, 12244, 13108]","[11971, 12326, 12746, 13108, 13073]"
A272290,이녹스첨단소재,302160,44250,57400,30250,50612.5,43825.0,37037.5,77.09,146.28,87.43,119.47,119.47,45645,96.94,44187,100.14,"[48900.0, 47600.0, 46400.0, 46450.0, 46950.0, 44650.0, 46250.0, 46200.0, 47600.0, 46950.0, 46600.0, 45500.0, 46200.0, 43700.0, 44000.0, 43000.0, 43300.0, 44500.0, 43900.0, 44250.0]",22.49,T,22.81,98.6,"[23.0, 23.21, 23.31, 23.34, 23.29, 23.22, 23.33, 23.12, 22.89, 22.47, 22.66, 22.27, 22.45, 22.17, 22.43, 22.77, 22.73, 22.72, 22.49, 22.29]",T,"[21, 31, 28]","[15, 22, 25, 31, 34]",F,F,11.0,"[14, 11, 8]","[17, 13, 12, 11, 11, 36]",2.0,"[2, 2, 2]","[2, 2, 2, 2, 3]","[3493, 3363, 4873, 5649]","[960, 1084, 1407, 1421, 1310, 1341]","[465, 438, 967, 1268]","[136, 199, 308, 324, 310, 294]","[345, 252, 802, 1007]","[111, 192, 256, 243, 260, 244]","[13, 19, 22]","[14, 18, 21, 22, 23, 21]","[9, 16, 17]","[11, 17, 18, 17, 19, 18]","[350, 354]",[],[0],[],"[0, 8]",[],"[86, 46]","[73, 70, 56, 46, 43]","[105, 184]","[161, 158, 171, 184, 195]","[4022, 2990]","[4606, 4997, 2750, 2990, 3201]","[1767, 1290, 4091, 5033]","[568, 982, 1302, 1237, 1316, 1198]","[9350, 10568, 15712, 20028]","[11348, 12408, 14478, 15712, 16750]"
A123570,이엠넷,32074,5980,8490,5480,7737.5,6985.0,6232.5,70.44,109.12,77.29,95.95,95.95,5920,101.01,5815,102.84,"[6300.0, 6190.0, 6100.0, 6070.0, 5970.0, 5920.0, 5900.0, 5950.0, 5800.0, 5820.0, 5800.0, 5840.0, 5820.0, 5730.0, 5690.0, 5640.0, 5820.0, 6030.0, 6040.0, 5980.0]",25.4,T,25.37,100.12,"[25.5, 25.48, 25.44, 25.44, 25.47, 25.42, 25.4, 25.35, 25.39, 25.24, 25.27, 25.37, 25.32, 25.29, 25.28, 25.27, 25.33, 25.41, 25.4, 25.38]",T,"[13, 11, 34]","[14, 37, 38, 34, 32]",F,F,10.0,"[10, 13, 5]","[12, 6, 5, 5, 5]",1.0,"[1, 1, 1]","[1, 1, 1, 1, 1]","[367, 254, 352]","[119, 80, 76, 116, 107]","[77, 39, 99]","[37, 18, 22, 35, 21]","[81, 79, 263]","[32, 190, 31, 10, 21]","[21, 15, 28]","[30, 23, 28, 30, 19]","[22, 31, 74]","[26, 237, 41, 8, 19]","[30, 50, 200]",[],"[0, 1, 2]",[],"[9, 15, 16]",[],"[56, 68, 45]","[68, 35, 40, 45, 45]","[241, 227, 293]","[232, 340, 286, 293, 292]","[398, 451, 674]","[468, 637, 665, 674, 652]","[323, 317, 1157]","[130, 845, 140, 42, 86]","[2617, 2861, 4060]","[2935, 3872, 4017, 4060, 3944]"
A092130,이크레더블,7040,18350,22200,17150,20937.5,19675.0,18412.5,82.66,107.0,87.64,99.66,99.66,18387,99.8,18187,100.9,"[18950.0, 18950.0, 18750.0, 18300.0, 18250.0, 18100.0, 18350.0, 18450.0, 18450.0, 18600.0, 18200.0, 18050.0, 18100.0, 17950.0, 18150.0, 18350.0, 18450.0, 18500.0, 18500.0, 18350.0]",11.47,T,11.66,98.37,"[11.86, 11.85, 11.85, 11.82, 11.8, 11.78, 11.77, 11.75, 11.73, 11.68, 11.66, 11.59, 11.57, 11.51, 11.51, 11.5, 11.49, 11.48, 11.47, 11.46]",T,"[26, 23, 22]","[25, 22, 22, 22, 32]",F,F,17.0,"[16, 21, 17]","[20, 19, 18, 17, 17]",4.0,"[4, 4, 3]","[5, 4, 3, 3, 7]","[409, 429, 457]","[94, 210, 91, 62, 91]","[167, 169, 182]","[32, 123, 26, 2, 29]","[137, 131, 139]","[25, 96, 21, -3, 24]","[40, 39, 39]","[33, 58, 28, 2, 32]","[33, 30, 30]","[26, 45, 22, -4, 26]","[740, 700, 2720]",[],"[3, 2, 13]",[],"[65, 64, 235]",[],"[16, 16, 16]","[40, 24, 17, 16, 136]","[615, 627, 632]","[312, 459, 617, 632, 158]","[799, 867, 956]","[770, 927, 960, 956, 462]","[1134, 1084, 1156]","[208, 799, 172, -23, 199]","[4460, 4804, 5260]","[4312, 5111, 5283, 5260, 2739]"
A041830,인바디,65550,28800,32850,19600,29537.5,26225.0,22912.5,87.67,146.94,97.5,125.7,125.7,27095,106.29,26562,108.43,"[28200.0, 27550.0, 26800.0, 26800.0, 27150.0, 28300.0, 27900.0, 26200.0, 27050.0, 26200.0, 26050.0, 26350.0, 26600.0, 26650.0, 26450.0, 26700.0, 26900.0, 27450.0, 27800.0, 28800.0]",29.82,T,29.96,99.53,"[30.22, 30.17, 30.17, 30.07, 30.08, 30.05, 29.94, 29.96, 29.96, 29.89, 29.87, 29.82, 29.92, 29.94, 29.93, 29.88, 29.85, 29.83, 29.82, 29.77]",T,"[15, 12, 20, 17]","[15, 19, 19, 20, 19]",F,F,11.5,"[15, 13, 9, 10]","[12, 13, 11, 9, 11, 43]",1.0,"[2, 1, 1, 1]","[1, 2, 1, 1, 1]","[1171, 1071, 1378, 1631]","[330, 338, 330, 380, 386, 402]","[276, 191, 359, 429]","[102, 88, 79, 89, 115, 109]","[204, 176, 340, 360]","[100, 83, 71, 86, 101]","[23, 17, 26, 26]","[31, 25, 23, 23, 29, 27]","[17, 16, 24, 22]","[30, 24, 21, 22, 26]","[140, 140, 200, 200]",[],"[0, 0, 0]",[],"[9, 10, 7]",[],"[10, 10, 10]","[12, 12, 12, 10, 13]","[498, 612, 564]","[510, 517, 525, 564, 439]","[2053, 2282, 2753]","[2402, 2524, 2628, 2753, 2862]","[1493, 1280, 2487, 2609]","[734, 609, 517, 627, 735, 643]","[10502, 11520, 14104, 16658]","[12183, 12845, 13458, 14104, 14695]"
A216050,인크로스,3038,32900,57500,30950,50862.5,44225.0,37587.5,57.22,106.3,64.68,87.53,87.53,33942,96.93,32850,100.15,"[37800.0, 37650.0, 36100.0, 34700.0, 35000.0, 34000.0, 34250.0, 34450.0, 33550.0, 33100.0, 33050.0, 33350.0, 33950.0, 32700.0, 32500.0, 32200.0, 31750.0, 32700.0, 33150.0, 32900.0]",15.01,T,15.0,100.07,"[15.1, 15.1, 15.09, 15.1, 15.04, 14.95, 14.94, 14.93, 14.94, 14.95, 14.94, 14.95, 14.96, 14.97, 15.0, 15.0, 14.99, 15.04, 15.01, 15.0]",T,"[25, 19]","[20, 21, 21, 25, 23]",F,F,16.5,"[20, 13]","[34, 29, 22, 20, 17]",3.0,"[4, 2]","[5, 5, 3, 4, 3]","[345, 394, 518, 575]","[105, 125, 131, 158, 93, 136]","[122, 148, 214, 236]","[38, 54, 61, 62, 18, 56]","[93, 123, 211, 196]","[32, 43, 54, 83, 16, 47]","[41, 41]","[36, 42, 46, 39, 19, 41]","[40, 34]","[30, 34, 41, 52, 16, 34]","[722, 722]",[],[1],[],[24],[],[147],"[125, 132, 127, 147, 112]",[149],"[158, 163, 164, 149, 164]",[2702],"[2271, 2380, 2514, 2702, 2618]","[1157, 1528, 2621, 2433]","[391, 538, 666, 1025, 193]","[8946, 10301, 12877, 14869]","[10324, 10958, 11719, 12877, 12445]"
A950140,잉글우드랩,52070,6460,11700,6100,10300.0,8900.0,7500.0,55.21,105.9,62.72,86.13,86.13,6782,95.25,6490,99.54,"[7960.0, 7730.0, 7000.0, 7010.0, 7100.0, 6800.0, 6930.0, 6930.0, 6860.0, 6940.0, 6650.0, 6710.0, 6530.0, 6310.0, 6250.0, 6120.0, 6330.0, 6500.0, 6530.0, 6460.0]",10.83,T,10.92,99.18,"[11.0, 11.02, 10.98, 11.01, 11.05, 11.07, 11.03, 11.01, 11.04, 10.97, 10.93, 10.84, 10.8, 10.79, 10.82, 10.83, 10.82, 10.84, 10.83, 10.8]",T,[21],"[6, 13, 18, 21, 18]",F,F,11.0,[11],"[31, 18, 16, 11, 11]",2.0,[2],"[2, 2, 2, 2, 1]","[1333, 1372, 1608]","[338, 488, 435, 337, 314]","[67, 79, 170]","[26, 64, 62, 16, 9]","[23, 31, 150]","[18, 38, 53, 40, 7]",[10],"[7, 13, 14, 4, 2]",[9],"[5, 7, 12, 12, 2]",[],[],[],[],[],[],[58],"[81, 85, 76, 58, 57]",[173],"[98, 114, 140, 173, 141]",[1280],"[1049, 1117, 1211, 1280, 1291]","[114, 155, 755]","[90, 190, 267, 204, 34]","[3077, 3053, 4074]","[3260, 3439, 3868, 4074, 4182]"
A040420,정상제이엘에스,13797,7790,8400,7060,8065.0,7730.0,7395.0,92.74,110.34,96.59,105.34,105.34,7697,101.21,7655,101.76,"[7630.0, 7610.0, 7620.0, 7690.0, 7660.0, 7590.0, 7670.0, 7700.0, 7730.0, 7790.0, 7720.0, 7720.0, 7660.0, 7640.0, 7710.0, 7690.0, 7750.0, 7790.0, 7790.0, 7790.0]",5.89,T,5.92,99.49,"[5.99, 5.99, 5.96, 5.97, 5.94, 5.9, 5.9, 5.95, 5.95, 5.95, 5.96, 5.9, 5.89, 5.84, 5.87, 5.88, 5.91, 5.9, 5.89, 5.89]",T,"[12, 10, 20, 20]","[17, 17, 18, 20, 21]",F,F,11.0,"[15, 14, 8, 8]","[9, 10, 9, 8, 8]",1.0,"[1, 1, 1, 1]","[1, 1, 1, 1, 1]","[936, 854, 1017, 1128]","[243, 251, 266, 256, 278, 277]","[134, 88, 170, 190]","[42, 44, 55, 28, 49, 51]","[77, 67, 136, 152]","[31, 36, 42, 27, 37]","[14, 10, 16, 16]","[17, 17, 20, 11, 17, 18]","[8, 7, 13, 13]","[12, 14, 15, 10, 13]","[430, 430, 530, 530]",[],"[5, 6, 7]",[],"[74, 84, 52]",[],"[73, 55, 54]","[67, 58, 53, 54, 61]","[58, 78, 69]","[76, 74, 58, 69, 61]","[766, 778, 871]","[748, 790, 840, 871, 831]","[489, 428, 870, 970]","[201, 231, 268, 170, 233]","[4282, 4290, 4822, 4887]","[4125, 4358, 4642, 4822, 4600]"
A122310,제노레이,16050,9920,11800,8600,11000.0,10200.0,9400.0,84.07,115.35,90.18,105.53,105.53,10020,99.0,9917,100.03,"[10500.0, 10250.0, 10000.0, 10400.0, 10200.0, 9910.0, 10050.0, 10200.0, 10050.0, 9990.0, 9890.0, 9930.0, 9960.0, 9720.0, 9740.0, 9750.0, 9950.0, 9990.0, 10000.0, 9920.0]",8.85,T,9.11,97.15,"[9.44, 9.47, 9.45, 9.45, 9.38, 9.26, 9.21, 9.17, 9.12, 9.07, 9.01, 8.98, 8.95, 8.89, 8.86, 8.92, 8.92, 8.89, 8.85, 8.83]",T,"[25, 16, 19, 20]","[15, 15, 15, 19, 20]",F,F,9.0,"[7, 13, 10, 8]","[14, 15, 12, 10, 10]",1.0,"[1, 2, 1, 1]","[2, 2, 1, 1, 1]","[651, 617, 743, 875]","[144, 168, 172, 259, 187]","[147, 111, 150, 183]","[22, 35, 33, 59, 34]","[132, 102, 143, 176]","[26, 32, 34, 52, 30]","[22, 18, 20, 20]","[15, 20, 19, 22, 18]","[20, 16, 19, 20]","[18, 19, 19, 19, 16]","[135, 120, 170, 170]",[],"[1, 1, 1]",[],"[14, 16, 16]",[],"[31, 28, 26]","[31, 28, 25, 26, 31]","[254, 228, 254]","[200, 209, 225, 254, 205]","[2395, 856, 1029]","[868, 912, 958, 1029, 1037]","[975, 699, 984, 1209]","[178, 221, 230, 355, 207]","[4124, 4654, 5535, 6677]","[4722, 4947, 5190, 5535, 5542]"
A361390,제노코,209897,34600,67600,15177,54494.25,41388.5,28282.75,51.18,227.98,63.49,122.34,122.34,31982,108.19,30575,113.16,"[31400.0, 30900.0, 30700.0, 30900.0, 29950.0, 28750.0, 28850.0, 29600.0, 30200.0, 31700.0, 33000.0, 34200.0, 33500.0, 32600.0, 34600.0, 34100.0, 33250.0, 32800.0, 34050.0, 34600.0]",8.99,T,8.94,100.56,"[8.8, 8.83, 8.69, 8.83, 8.68, 8.66, 8.67, 8.89, 8.96, 9.14, 8.84, 8.88, 8.75, 8.93, 9.7, 9.37, 9.18, 9.02, 8.99, 8.92]",T,"[29, 15]","[20, 18, 29, 20]",F,F,41.5,"[35, 48]","[26, 40, 35, 44, 116]",7.0,"[7, 7]","[4, 4, 5, 7, 8]","[301, 341, 456, 561]","[106, 145, 71, 135, 137, 153]","[-10, 25, 43, 62]","[7, 22, 4, 10, 8, 23]","[-8, 17, 58, 52]","[6, 16, 6, 30, 6, 22]","[9, 11]","[6, 15, 5, 7, 5, 15]","[12, 9]","[5, 10, 8, 22, 4, 14]","[50, 50]",[],[0],[],[6],[],[102],"[59, 63, 114, 102, 118]",[82],"[177, 115, 119, 82, 108]",[723],"[1980, 2071, 2119, 723, 730]","[-174, 320, 832, 698]","[105, 217, 83, 408, 84, 293]","[1418, 1411, 4160, 4760]","[3576, 3735, 3823, 4160, 4198]"
A287410,제이시스메디칼,693263,8300,10400,5210,9102.5,7805.0,6507.5,79.81,159.31,91.18,127.55,127.55,8319,99.77,8105,102.41,"[8090.0, 7990.0, 7720.0, 7890.0, 8370.0, 8450.0, 8510.0, 8520.0, 8510.0, 8110.0, 8040.0, 8200.0, 8500.0, 8390.0, 8600.0, 8690.0, 8610.0, 8530.0, 8360.0, 8300.0]",10.01,T,9.86,101.52,"[9.7, 9.78, 9.81, 9.8, 9.89, 10.08, 9.8, 9.8, 9.85, 9.5, 9.56, 9.6, 9.89, 9.93, 9.96, 10.0, 10.04, 10.02, 10.01, 10.18]",T,[42],"[-10, 46, 28, 42, 62]",F,F,40.0,[40],"[60, 70, 40, 23, 88]",11.0,[11],"[16, 14, 11, 11]","[368, 508, 813, 1092]","[183, 200, 206, 224, 253, 263]","[27, 114, 236, 342]","[47, 62, 61, 67, 85, 78]","[11, 75, 135, 273]","[-63, 56, 61, 80, 65, 63]",[29],"[25, 30, 29, 29, 33, 29]",[16],"[-34, 28, 29, 35, 25, 23]",[],[],[],[],[],[],[55],"[78, 86, 65, 55, 51]",[181],"[269, 209, 249, 181, 194]",[472],"[304, 267, 359, 472, 564]","[22, 128, 192, 383]","[-89, 80, 88, 113, 92, 94]","[-183, 240, 662, 1073]","[411, 383, 487, 662, 785]"
A035900,JYP Ent.,376015,55400,66200,37600,59050.0,51900.0,44750.0,83.69,147.34,93.82,123.8,123.8,55725,99.42,54325,101.98,"[60000.0, 59800.0, 56200.0, 56700.0, 56500.0, 53900.0, 54700.0, 56600.0, 57000.0, 57000.0, 54600.0, 54400.0, 53500.0, 52900.0, 54100.0, 53300.0, 54400.0, 56600.0, 56900.0, 55400.0]",27.89,T,28.08,99.32,"[28.69, 28.65, 28.99, 27.89, 28.36, 28.4, 28.43, 28.51, 28.24, 28.25, 27.81, 27.81, 27.69, 27.74, 27.66, 27.54, 27.57, 27.8, 27.89, 27.62]",T,"[21, 17, 31, 24]","[16, 16, 20, 31, 32]",F,F,28.5,"[27, 46, 26, 30]","[41, 47, 38, 26, 30, 159]",6.0,"[5, 6, 6, 6]","[6, 6, 6, 6, 8]","[1554, 1444, 1939, 2911]","[323, 406, 573, 638, 678, 621]","[435, 441, 579, 836]","[138, 96, 182, 163, 192, 176]","[312, 296, 675, 669]","[120, 48, 166, 340, 167, 158]","[27, 30, 29, 28]","[42, 23, 31, 25, 28, 28]","[20, 20, 34, 22]","[37, 11, 28, 53, 24, 25]","[155, 154, 369, 349]",[],"[0, 0, 0]",[],"[16, 17, 18]",[],"[28, 20, 26]","[19, 25, 25, 26, 30]","[265, 322, 223]","[381, 268, 278, 223, 196]","[849, 985, 1333]","[1024, 1051, 1143, 1333, 1358]","[883, 832, 1900, 1879]","[339, 136, 465, 960, 469, 357]","[4801, 5519, 7451, 9073]","[5746, 5890, 6413, 7451, 7660]"
A030000,제일기획,340810,25150,26650,20750,25175.0,23700.0,22225.0,94.37,121.2,99.9,113.16,113.16,25385,99.07,25150,100.0,"[25950.0, 25500.0, 25400.0, 25250.0, 25150.0, 24700.0, 25350.0, 25300.0, 24900.0, 24950.0, 24850.0, 25400.0, 25550.0, 25400.0, 25850.0, 25400.0, 25800.0, 25850.0, 26000.0, 25150.0]",31.61,T,31.54,100.22,"[31.68, 31.65, 31.6, 31.55, 31.54, 31.5, 31.52, 31.53, 31.47, 31.48, 31.5, 31.53, 31.55, 31.54, 31.51, 31.45, 31.47, 31.5, 31.61, 31.53]",T,"[15, 16, 15, 18]","[17, 19, 18, 15, 17]",F,F,15.0,"[20, 15, 15, 13]","[14, 15, 13, 15, 15, 50]",2.0,"[2, 2, 2, 2]","[2, 2, 2, 2, 2]","[34217, 27479, 33257, 38458]","[6967, 7901, 8537, 9852, 9466, 9389]","[2058, 2049, 2482, 3066]","[410, 721, 702, 650, 585, 833]","[1395, 1583, 1676, 2201]","[329, 552, 507, 288, 452, 571]","[6, 7, 7, 7]","[5, 9, 8, 6, 6, 8]","[4, 5, 5, 5]","[4, 6, 5, 2, 4, 6]","[820, 840, 990, 1064]",[],"[3, 4, 4]",[],"[60, 54, 60]",[],"[135, 120, 125]","[123, 119, 115, 125, 140]","[158, 160, 161]","[157, 157, 166, 161, 149]","[5735, 6065, 6385]","[5836, 6073, 6291, 6385, 6144]","[1200, 1368, 1438, 1893]","[283, 474, 436, 246, 390, 512]","[9347, 9948, 11030, 12039]","[9540, 10092, 10795, 11030, 10583]"
A036930,주성엔지니어링,389891,20600,28400,10650,23962.5,19525.0,15087.5,72.54,193.43,85.97,136.54,136.54,21440,96.08,20587,100.06,"[22100.0, 22150.0, 21050.0, 21350.0, 21450.0, 20450.0, 22250.0, 22400.0, 22100.0, 22450.0, 22300.0, 22100.0, 22800.0, 20500.0, 20550.0, 19950.0, 20000.0, 21150.0, 21100.0, 20600.0]",10.65,T,11.49,92.69,"[11.71, 11.79, 11.73, 12.06, 12.0, 12.24, 12.6, 12.21, 12.0, 11.65, 11.59, 11.22, 11.39, 10.36, 10.73, 11.08, 11.04, 11.16, 10.65, 10.64]",T,"[12, 48, 24]","[3, 9, 25, 48, 48]",F,F,10.0,"[14, 6, 10]","[58, 31, 8, 6, 8]",2.0,"[1, 2, 2]","[2, 2, 2, 2, 3]","[2546, 1185, 3773, 4618]","[753, 723, 884, 1413, 1070, 984]","[291, -250, 1026, 1302]","[161, 121, 238, 507, 306, 220]","[271, -82, 1455, 1004]","[159, 110, 263, 922, 246, 109]","[11, 27, 28]","[21, 16, 26, 35, 28, 22]","[10, 38, 21]","[21, 15, 29, 65, 23, 11]","[70, 155, 110]",[],"[0, 0]",[],"[12, 5]",[],"[86, 92]","[130, 131, 115, 92, 97]","[31, 111]","[26, 46, 57, 111, 96]","[792, 1342]","[812, 857, 965, 1342, 1413]","[561, -170, 3016, 2083]","[330, 228, 546, 1911, 510]","[4951, 4713, 7661, 9657]","[5043, 5270, 5814, 7661, 8015]"
A013890,지누스,60461,59500,112500,57600,98775.0,85050.0,71325.0,52.89,103.3,60.24,83.42,83.42,61755,96.35,59675,99.71,"[67200.0, 66800.0, 64800.0, 63900.0, 63700.0, 60800.0, 63000.0, 62000.0, 62800.0, 60900.0, 58000.0, 58700.0, 59700.0, 59300.0, 61600.0, 59600.0, 61800.0, 61200.0, 59800.0, 59500.0]",18.6,T,18.52,100.43,"[18.56, 18.36, 18.36, 18.42, 18.46, 18.49, 18.48, 18.54, 18.55, 18.55, 18.47, 18.59, 18.61, 18.6, 18.45, 18.52, 18.55, 18.56, 18.6, 18.65]",T,"[26, 11, 11, 16]","[11, 8, 7, 11, 10]",F,F,19.5,"[16, 32, 23, 11]","[26, 43, 32, 23, 22, 55]",2.5,"[3, 3, 2, 1]","[2, 3, 2, 2, 2]","[8171, 9895, 11238, 13313]","[2743, 2514, 2751, 3231, 2908, 3068]","[1039, 867, 743, 1277]","[251, 134, 197, 162, 283, 256]","[724, 458, 517, 892]","[191, 83, 177, 65, 187, 200]","[12, 8, 6, 9]","[9, 5, 7, 5, 9, 8]","[8, 4, 4, 6]","[6, 3, 6, 2, 6, 6]","[1140, 729, 850, 867]",[],"[1, 0, 1]",[],"[13, 15, 15]",[],"[101, 116, 113]","[106, 107, 105, 113, 114]","[119, 86, 83]","[96, 92, 90, 83, 81]","[5223, 5885, 5921]","[5505, 5609, 5833, 5921, 6053]","[5167, 2912, 3269, 5350]","[1208, 527, 1123, 411, 1182, 1087]","[25106, 27032, 31401, 35831]","[28429, 28956, 30563, 31401, 32639]"
A263860,지니언스,10717,9530,14500,6500,12500.0,10500.0,8500.0,65.72,146.62,76.24,112.12,112.12,9071,105.06,8830,107.93,"[9720.0, 9570.0, 9200.0, 9030.0, 9090.0, 8680.0, 8850.0, 8770.0, 8770.0, 8880.0, 8670.0, 8850.0, 8960.0, 8730.0, 9000.0, 8960.0, 9090.0, 9540.0, 9540.0, 9530.0]",10.68,T,10.32,103.49,"[10.06, 10.02, 10.12, 10.31, 10.24, 10.24, 10.28, 10.35, 10.27, 10.24, 10.28, 10.32, 10.3, 10.26, 10.37, 10.37, 10.38, 10.68, 10.68, 10.72]",T,[16],"[12, 15, 15, 16, 15]",F,F,19.0,[19],"[15, 13, 13, 19, 18]",2.0,[2],"[1, 1, 1, 2, 2]","[249, 268, 319]","[47, 65, 63, 144, 57]","[23, 26, 59]","[-4, 12, 8, 43, -1]","[31, 34, 62]","[5, 12, 10, 35, 2]",[18],"[-8, 18, 12, 30, -1]",[19],"[10, 18, 16, 24, 3]",[120],[],[0],[],[17],[],[28],"[22, 18, 17, 28, 21]",[292],"[464, 427, 451, 292, 356]",[908],"[782, 809, 831, 908, 890]","[329, 363, 654]","[54, 125, 108, 366, 24]","[3792, 4082, 4660]","[4135, 4282, 4407, 4660, 4569]"
