날짜,종가,전일비,시가,고가,저가,거래량,NM
2022.03.14,81500,7700,88200,88700,81100,357726,대주전자재료
2022.03.11,89200,800,89300,91000,88700,110833,대주전자재료
2022.03.10,90000,4400,87900,90500,87500,166040,대주전자재료
2022.03.08,85600,1500,85700,87900,85100,114746,대주전자재료
2022.03.22,11600,200,11500,11850,11450,195582,대한뉴팜
2022.03.21,11400,100,11400,11650,11300,155285,대한뉴팜
2022.03.18,11300,250,11100,11450,11000,158912,대한뉴팜
2022.03.17,11050,50,11050,11050,10900,71286,대한뉴팜
2022.03.16,11000,100,10950,11050,10900,88348,대한뉴팜
2022.03.15,10900,50,10900,11000,10800,71558,대한뉴팜
2022.03.14,10950,0,10950,11150,10800,115991,대한뉴팜
2022.03.11,10950,150,10950,11100,10900,129908,대한뉴팜
2022.03.10,11100,50,10850,11100,10700,150938,대한뉴팜
2022.03.08,11150,200,11350,11700,10850,304523,대한뉴팜
2022.03.22,21400,350,21250,21650,21100,131092,대한제강
2022.03.21,21050,450,21450,21450,20550,197213,대한제강
2022.03.18,21500,300,21750,22100,20950,204190,대한제강
2022.03.17,21200,300,21750,21750,20800,181771,대한제강
2022.03.16,21500,150,21550,21700,21050,167002,대한제강
2022.03.15,21350,2050,23200,23300,21300,307850,대한제강
2022.03.14,23400,900,22600,24350,22200,423298,대한제강
2022.03.11,22500,2200,24650,24750,22400,457596,대한제강
2022.03.10,24700,150,25200,25550,24650,315054,대한제강
2022.03.08,24850,650,25450,25650,24550,264875,대한제강
2022.03.22,2805,5,2795,2840,2780,1287457,대한해운
2022.03.21,2800,30,2855,2855,2770,2007508,대한해운
2022.03.18,2830,5,2820,2875,2815,1443908,대한해운
2022.03.17,2825,25,2880,2885,2805,2418313,대한해운
2022.03.16,2850,5,2910,2920,2805,2351846,대한해운
2022.03.15,2855,240,3045,3080,2850,4800833,대한해운
2022.03.14,3095,5,3090,3170,3070,3716642,대한해운
2022.03.11,3090,80,2990,3120,2990,4376301,대한해운
2022.03.10,3010,55,3000,3030,2915,3150719,대한해운
2022.03.08,2955,160,3085,3095,2955,4881868,대한해운
2022.03.22,32700,800,31900,33100,31900,78593,더네이쳐홀딩스
2022.03.21,31900,500,32700,32850,31400,98616,더네이쳐홀딩스
2022.03.18,32400,550,31850,32450,31250,94053,더네이쳐홀딩스
2022.03.17,31850,850,33000,33150,31500,167517,더네이쳐홀딩스
2022.03.16,32700,750,32000,32950,31500,76433,더네이쳐홀딩스
2022.03.15,31950,450,32100,32650,31150,79235,더네이쳐홀딩스
2022.03.14,32400,1350,33750,33900,31800,156632,더네이쳐홀딩스
2022.03.11,33750,150,33900,34500,33550,62697,더네이쳐홀딩스
2022.03.10,33900,50,34200,35300,33850,59733,더네이쳐홀딩스
2022.03.08,33850,350,33450,34850,33350,80954,더네이쳐홀딩스
2022.03.22,51400,0,51400,51800,51200,24312,더블유게임즈
2022.03.21,51400,0,51400,52000,51000,36542,더블유게임즈
2022.03.18,51400,300,51700,52000,51100,41138,더블유게임즈
2022.03.17,51700,700,51600,52400,51500,64463,더블유게임즈
2022.03.16,51000,700,51200,51200,50300,29924,더블유게임즈
2022.03.15,50300,100,49850,51800,49700,45823,더블유게임즈
2022.03.14,50200,800,51000,51200,50100,35114,더블유게임즈
2022.03.11,51000,400,50300,51500,50300,42974,더블유게임즈
2022.03.10,50600,800,50700,51400,50300,66322,더블유게임즈
2022.03.08,49800,50,49300,50300,48750,71203,더블유게임즈
2022.03.22,2570,40,2535,2585,2535,40370,더블유에스아이
2022.03.21,2530,10,2535,2560,2505,44817,더블유에스아이
2022.03.18,2540,40,2510,2570,2485,71721,더블유에스아이
2022.03.17,2500,20,2490,2515,2470,73188,더블유에스아이
2022.03.16,2480,10,2475,2490,2445,28982,더블유에스아이
2022.03.15,2470,10,2445,2470,2385,32209,더블유에스아이
2022.03.14,2460,40,2495,2495,2440,26858,더블유에스아이
2022.03.11,2500,0,2500,2515,2465,27095,더블유에스아이
2022.03.10,2500,20,2480,2515,2465,20270,더블유에스아이
2022.03.08,2480,5,2455,2480,2450,9357,더블유에스아이
2022.03.22,72300,200,72900,73000,70800,67757,덴티움
2022.03.21,72500,1600,73400,73600,71600,94115,덴티움
2022.03.18,74100,1300,73200,75300,72200,153021,덴티움
2022.03.17,72800,1800,72000,75600,71200,272483,덴티움
2022.03.16,71000,3800,68400,71400,67400,197086,덴티움
2022.03.15,67200,2200,68200,69200,66000,171586,덴티움
2022.03.14,69400,1300,70700,70800,67300,195497,덴티움
2022.03.11,70700,100,70600,71900,70000,98958,덴티움
2022.03.10,70600,2600,74900,75000,70600,181372,덴티움
2022.03.08,73200,1300,70800,75200,70500,271448,덴티움
2022.03.22,17250,200,17300,17350,16900,661428,동국제강
2022.03.21,17050,100,17100,17400,16950,484081,동국제강
2022.03.18,16950,300,17100,17500,16850,1076757,동국제강
2022.03.17,16650,50,16950,17100,16550,537102,동국제강
2022.03.16,16700,250,16750,16750,16300,338805,동국제강
2022.03.15,16450,750,17000,17050,16350,536441,동국제강
2022.03.14,17200,150,17100,17900,17000,933932,동국제강
2022.03.11,17050,600,16550,17050,16400,522189,동국제강
2022.03.10,16450,250,16700,16850,16200,572450,동국제강
2022.03.08,16200,1300,17500,17500,16200,1042144,동국제강
2022.03.22,29900,200,29750,30000,29450,3775,동부건설우
2022.03.21,29700,900,30600,30600,29700,5006,동부건설우
2022.03.18,30600,150,30850,30850,30250,2284,동부건설우
2022.03.17,30750,450,31300,31300,30450,6321,동부건설우
2022.03.16,31200,1500,30000,31900,29900,11872,동부건설우
2022.03.15,29700,450,30500,30500,29500,1459,동부건설우
2022.03.14,30150,50,30400,30550,29800,4407,동부건설우
2022.03.11,30100,1600,28700,31100,28700,13009,동부건설우
2022.03.10,28500,2100,27500,28650,27500,18016,동부건설우
2022.03.08,30600,600,30100,30700,30100,4654,동부건설우
2022.03.22,14250,50,14100,14300,14000,57313,동부건설
2022.03.21,14200,200,14400,14400,14050,66709,동부건설
2022.03.18,14400,50,14450,14500,14150,54778,동부건설
2022.03.17,14450,50,14600,14600,14300,73320,동부건설
2022.03.16,14500,550,13950,15150,13800,315735,동부건설
2022.03.15,13950,350,14300,14350,13750,53356,동부건설
2022.03.14,14300,200,14300,14450,14000,71498,동부건설
2022.03.11,14100,300,13900,14450,13700,138442,동부건설
2022.03.10,13800,350,13700,13900,13500,57830,동부건설
2022.03.08,13450,150,13500,13500,13250,26561,동부건설
2022.03.22,37700,0,38050,38300,37350,791362,동진쎄미켐
2022.03.21,37700,1000,36950,38200,36500,1684948,동진쎄미켐
2022.03.18,36700,2650,34150,37350,33650,2638803,동진쎄미켐
2022.03.17,34050,1850,33300,34300,33250,1071076,동진쎄미켐
2022.03.16,32200,750,32250,32500,31750,540649,동진쎄미켐
2022.03.15,31450,450,31650,31900,31100,569467,동진쎄미켐
2022.03.14,31900,1500,33200,33300,31600,885926,동진쎄미켐
2022.03.11,33400,300,33750,34800,33200,599598,동진쎄미켐
2022.03.10,33700,550,34100,34800,33700,556831,동진쎄미켐
2022.03.08,33150,800,33200,33800,32950,582625,동진쎄미켐
2022.03.22,86000,1000,86000,87200,84300,5086,두산우
2022.03.21,85000,500,84800,86000,84000,4653,두산우
2022.03.18,85500,1400,84200,86900,84200,11260,두산우
2022.03.17,84100,1300,85400,86800,83100,7487,두산우
2022.03.16,85400,200,85200,88300,84700,6749,두산우
2022.03.15,85200,2100,87300,88000,83200,8358,두산우
2022.03.14,87300,100,87100,88300,85100,10227,두산우
2022.03.11,87200,4100,83200,87400,82100,17732,두산우
2022.03.10,83100,600,87000,91100,81900,34673,두산우
2022.03.08,82500,400,82400,82500,80200,5534,두산우
2022.03.22,134500,0,140500,143500,133500,15657,두산2우B
2022.03.21,134500,5000,140500,141500,133000,9663,두산2우B
2022.03.18,139500,7000,143000,146500,139500,9410,두산2우B
2022.03.17,146500,2000,147500,150000,141500,14330,두산2우B
2022.03.16,148500,11000,159500,163000,146000,22540,두산2우B
2022.03.15,159500,2500,159000,166500,157000,9346,두산2우B
2022.03.14,162000,5500,163000,165000,157000,9973,두산2우B
2022.03.11,167500,1500,173500,180000,151000,24532,두산2우B
2022.03.10,169000,39000,154000,169000,149500,77181,두산2우B
2022.03.08,130000,6000,121000,142000,117500,22809,두산2우B
2022.03.22,116000,0,117500,119500,115500,59462,두산
2022.03.21,116000,2000,118500,119000,115500,49977,두산
2022.03.18,118000,1500,118000,121000,117000,92947,두산
2022.03.17,116500,2500,120000,121000,115500,103609,두산
2022.03.16,119000,0,121500,125000,117500,101754,두산
2022.03.15,119000,8500,127500,129500,118500,124093,두산
2022.03.14,127500,1000,126500,131000,124000,168378,두산
2022.03.11,126500,12000,115500,127000,114000,256209,두산
2022.03.10,114500,500,122500,124000,112500,203807,두산
2022.03.08,114000,6000,115500,119500,109500,246117,두산
2022.03.22,6810,40,6770,6830,6740,716278,두산인프라코어
2022.03.21,6770,120,6910,7030,6770,1325449,두산인프라코어
2022.03.18,6890,200,6750,6890,6650,1239849,두산인프라코어
2022.03.17,6690,50,6790,6790,6670,1006980,두산인프라코어
2022.03.16,6640,60,6610,6680,6570,651427,두산인프라코어
2022.03.15,6580,260,6830,6840,6550,1792666,두산인프라코어
2022.03.14,6840,160,7000,7160,6830,2036081,두산인프라코어
2022.03.11,7000,130,6870,7000,6800,1348046,두산인프라코어
2022.03.10,6870,70,6930,6990,6790,1153430,두산인프라코어
2022.03.08,6800,130,6840,6990,6740,1088946,두산인프라코어
2022.03.22,10550,50,10500,10550,10400,146593,드림텍
2022.03.21,10500,100,10700,10750,10500,180500,드림텍
2022.03.18,10600,0,10650,10800,10600,248424,드림텍
2022.03.17,10600,150,10600,10750,10550,273206,드림텍
2022.03.16,10450,150,10400,10450,10300,186334,드림텍
2022.03.15,10300,250,10550,10650,10300,286904,드림텍
2022.03.14,10550,50,10600,10600,10400,193469,드림텍
2022.03.11,10500,0,10500,10650,10400,143967,드림텍
2022.03.10,10500,250,10450,10550,10400,150158,드림텍
2022.03.08,10250,200,10200,10400,10100,261701,드림텍
2022.03.22,23300,0,23650,23650,23250,16425,디씨엠
2022.03.21,23300,400,23950,23950,23300,30535,디씨엠
2022.03.18,23700,600,23150,24050,23150,109350,디씨엠
2022.03.17,23100,200,23100,23150,22750,35974,디씨엠
2022.03.16,22900,250,22700,23100,22500,20076,디씨엠
2022.03.15,22650,100,22550,22800,21950,72850,디씨엠
2022.03.14,22550,450,23250,23250,22400,23296,디씨엠
2022.03.11,23000,500,22500,23250,22500,40029,디씨엠
2022.03.10,22500,200,22550,22650,22300,11602,디씨엠
2022.03.08,22300,500,22550,22600,22000,43268,디씨엠
2022.03.22,30500,250,30800,31300,30500,17707,디앤씨미디어
2022.03.21,30750,350,30400,30850,30150,24215,디앤씨미디어
2022.03.18,30400,800,29750,30750,29550,27141,디앤씨미디어
2022.03.17,29600,1150,29050,30750,29050,58973,디앤씨미디어
2022.03.16,28450,100,28400,28800,28350,10097,디앤씨미디어
2022.03.15,28350,350,28500,28950,28300,14460,디앤씨미디어
2022.03.14,28700,800,29550,29750,28700,24818,디앤씨미디어
2022.03.11,29500,1000,28300,29650,28300,26538,디앤씨미디어
2022.03.10,28500,250,28550,29100,28500,26366,디앤씨미디어
2022.03.08,28250,800,28650,28800,28200,27690,디앤씨미디어
2022.03.22,36500,200,35750,36700,35700,61171,디오
2022.03.21,36300,1000,37300,37300,36250,79342,디오
2022.03.18,37300,300,37250,37750,36400,165041,디오
2022.03.17,37000,2200,35650,37600,35300,264440,디오
2022.03.16,34800,100,35200,35550,34300,132380,디오
2022.03.15,34900,600,35950,36650,33400,293227,디오
2022.03.14,35500,750,37000,39450,33700,837507,디오
2022.03.11,36250,200,36050,36500,35600,64631,디오
2022.03.10,36050,450,36000,36650,35750,71285,디오
2022.03.08,35600,300,35150,36850,35000,119577,디오
2022.03.22,9070,30,9090,9230,8930,82234,디지털대성
2022.03.21,9100,290,9310,9370,8900,150321,디지털대성
2022.03.18,9390,390,9130,9550,9000,631200,디지털대성
2022.03.17,9000,250,8890,9030,8680,144587,디지털대성
2022.03.16,8750,490,8260,8750,8180,133115,디지털대성
2022.03.15,8260,40,8220,8260,8170,8197,디지털대성
2022.03.14,8300,30,8330,8330,8130,38295,디지털대성
2022.03.11,8330,100,8430,8430,8290,15535,디지털대성
2022.03.10,8430,200,8240,8430,8230,22575,디지털대성
2022.03.08,8230,110,8250,8280,8140,12074,디지털대성
2022.03.22,4900,30,4930,4930,4850,423447,레이크머티리얼즈
2022.03.21,4930,190,4790,4990,4750,2186353,레이크머티리얼즈
2022.03.18,4740,30,4715,4760,4680,261828,레이크머티리얼즈
2022.03.17,4710,80,4725,4760,4650,307245,레이크머티리얼즈
2022.03.16,4630,50,4625,4630,4580,134977,레이크머티리얼즈
2022.03.15,4580,0,4525,4580,4510,159666,레이크머티리얼즈
2022.03.14,4580,50,4640,4640,4500,269572,레이크머티리얼즈
2022.03.11,4630,20,4645,4645,4555,256334,레이크머티리얼즈
2022.03.10,4610,45,4650,4690,4600,124568,레이크머티리얼즈
2022.03.08,4565,75,4550,4670,4530,296146,레이크머티리얼즈
2022.03.22,79000,1700,77700,79600,77300,122074,롯데정밀화학
2022.03.21,77300,300,77200,77900,76700,46994,롯데정밀화학
2022.03.18,77000,600,77300,78100,75800,114012,롯데정밀화학
2022.03.17,77600,800,79600,79700,77200,106115,롯데정밀화학
2022.03.16,78400,700,78500,78600,77300,63367,롯데정밀화학
2022.03.15,77700,400,77400,79800,76700,124354,롯데정밀화학
2022.03.14,78100,700,78400,79100,77600,84691,롯데정밀화학
2022.03.11,78800,3600,75700,80000,75300,193941,롯데정밀화학
2022.03.10,75200,1900,74500,75300,73600,88426,롯데정밀화학
2022.03.08,73300,2600,75800,75800,72900,97613,롯데정밀화학
2022.03.22,186700,200,186500,187800,185100,13409,리노공업
2022.03.21,186500,1900,186900,189300,185900,28443,리노공업
2022.03.18,188400,1100,187300,188700,184200,41269,리노공업
2022.03.17,187300,2300,190100,193000,186400,49358,리노공업
2022.03.16,189600,12900,181000,189800,180200,53009,리노공업
2022.03.15,176700,4200,178400,180700,175600,47642,리노공업
2022.03.14,180900,6500,185600,188400,180400,45067,리노공업
2022.03.11,187400,4500,184800,189300,182600,51717,리노공업
2022.03.10,182900,3300,182000,183500,178700,94366,리노공업
2022.03.08,179600,200,177000,184500,176100,82850,리노공업
2022.03.22,4310,55,4260,4315,4245,211078,엠브레인
2022.03.21,4255,70,4335,4335,4240,296244,엠브레인
2022.03.18,4325,70,4395,4405,4305,392712,엠브레인
2022.03.17,4395,380,4485,4540,4300,961708,엠브레인
2022.03.16,4775,160,4625,4775,4570,77022,엠브레인
2022.03.15,4615,250,4840,4840,4550,114652,엠브레인
2022.03.14,4865,25,4935,4950,4840,74921,엠브레인
2022.03.11,4890,35,4950,4975,4870,75347,엠브레인
2022.03.10,4925,30,4940,5070,4890,71605,엠브레인
2022.03.08,4895,145,4925,5040,4870,83237,엠브레인
2022.03.22,65800,100,65900,66300,65300,14551,매일유업
2022.03.21,65900,300,65700,66300,65300,10471,매일유업
2022.03.18,65600,400,64600,65800,64500,21361,매일유업
2022.03.17,65200,0,65300,65900,65200,13745,매일유업
2022.03.16,65200,600,65000,65300,64600,10035,매일유업
2022.03.15,64600,100,63700,65300,63700,16638,매일유업
2022.03.14,64700,2000,67000,67000,64000,41853,매일유업
2022.03.11,66700,2000,68000,68700,65600,43220,매일유업
2022.03.10,68700,1900,67400,68700,66800,18218,매일유업
2022.03.08,66800,1000,67500,68000,66600,8902,매일유업
2022.03.22,9040,310,8660,9180,8620,490888,매커스
2022.03.21,8730,110,8700,9080,8620,444030,매커스
2022.03.18,8620,100,8600,8730,8420,250812,매커스
2022.03.17,8520,350,8390,8610,8300,391817,매커스
2022.03.16,8170,70,8310,8420,8100,150067,매커스
2022.03.15,8100,160,8230,8320,7980,128970,매커스
2022.03.14,7940,140,8080,8130,7890,93366,매커스
2022.03.11,8080,70,7970,8130,7970,50049,매커스
2022.03.10,8010,130,8110,8210,7930,70385,매커스
2022.03.08,7880,160,7960,8040,7810,107273,매커스
2022.03.22,42800,350,42100,43500,41800,7492,멀티캠퍼스
2022.03.21,42450,150,42750,42950,42150,8536,멀티캠퍼스
2022.03.18,42600,100,43100,43100,42400,3892,멀티캠퍼스
2022.03.17,42500,400,42150,43000,42150,6297,멀티캠퍼스
2022.03.16,42100,1100,41350,42600,41000,8490,멀티캠퍼스
2022.03.15,41000,150,41150,41350,40300,5642,멀티캠퍼스
2022.03.14,41150,0,41150,41900,40750,6757,멀티캠퍼스
2022.03.11,41150,0,41500,41750,40300,5917,멀티캠퍼스
2022.03.10,41150,150,42700,42700,41100,6276,멀티캠퍼스
2022.03.08,41300,850,41650,41850,40300,4627,멀티캠퍼스
2022.03.22,98800,2000,96300,99000,95600,64172,메가스터디교육
2022.03.21,96800,400,96300,97400,94600,58280,메가스터디교육
2022.03.18,97200,1900,100100,102000,95000,169318,메가스터디교육
2022.03.17,99100,2300,97700,100800,97000,148599,메가스터디교육
2022.03.16,96800,6300,91800,97500,90600,244951,메가스터디교육
2022.03.15,90500,1700,87800,90600,87800,44057,메가스터디교육
2022.03.14,88800,200,89000,92400,88300,70162,메가스터디교육
2022.03.11,89000,1100,90300,90600,88500,50536,메가스터디교육
2022.03.10,90100,5500,85100,90900,85100,118350,메가스터디교육
2022.03.08,84600,0,83900,86400,82900,65179,메가스터디교육
2022.03.22,34500,450,34200,34650,33650,269745,메리츠금융지주
2022.03.21,34050,550,34800,35600,33850,295198,메리츠금융지주
2022.03.18,34600,500,34200,35850,34050,793793,메리츠금융지주
2022.03.17,34100,400,34350,35200,33750,519646,메리츠금융지주
2022.03.16,33700,400,33850,34050,32350,540092,메리츠금융지주
2022.03.15,34100,2350,31750,34200,31600,720649,메리츠금융지주
2022.03.14,31750,250,31150,32150,30750,363352,메리츠금융지주
2022.03.11,31500,50,31500,31950,30850,394664,메리츠금융지주
2022.03.10,31550,150,32400,32450,30850,568712,메리츠금융지주
2022.03.08,31700,1100,32500,32600,31200,524254,메리츠금융지주
2022.03.22,5940,0,5940,5990,5900,840408,메리츠증권
2022.03.21,5940,60,6000,6020,5910,1099410,메리츠증권
2022.03.18,6000,80,6020,6080,5860,3168570,메리츠증권
2022.03.17,5920,230,5760,6020,5710,2377905,메리츠증권
2022.03.16,5690,0,5680,5770,5630,1498533,메리츠증권
2022.03.15,5690,30,5660,5790,5610,1177704,메리츠증권
2022.03.14,5720,70,5620,5750,5600,1125526,메리츠증권
2022.03.11,5650,40,5640,5660,5560,984261,메리츠증권
2022.03.10,5690,70,5700,5820,5580,1639017,메리츠증권
2022.03.08,5620,180,5710,5760,5570,1404684,메리츠증권
2022.03.22,41800,50,41550,42400,41100,251482,메리츠화재
2022.03.21,41850,750,41100,42700,41100,244612,메리츠화재
2022.03.18,41100,1300,39850,42100,39750,524879,메리츠화재
2022.03.17,39800,1450,38600,41400,37700,346647,메리츠화재
2022.03.16,38350,850,39800,40450,37650,361499,메리츠화재
2022.03.15,39200,200,39200,40250,38350,440953,메리츠화재
2022.03.14,39000,1700,37000,39000,37000,367707,메리츠화재
2022.03.11,37300,900,36400,37800,35750,416502,메리츠화재
2022.03.10,36400,350,36650,36800,35300,462499,메리츠화재
2022.03.08,36050,950,36100,36300,35000,484284,메리츠화재
2022.03.22,23050,50,23100,23350,22900,321213,명신산업
2022.03.21,23000,550,23700,23700,23000,242749,명신산업
2022.03.18,23550,100,23750,23750,23200,942503,명신산업
2022.03.17,23650,500,23600,24000,23300,301840,명신산업
2022.03.16,23150,550,22900,23150,22800,200473,명신산업
2022.03.15,22600,100,22700,22850,22300,189828,명신산업
2022.03.14,22700,900,23400,23400,22550,235810,명신산업
2022.03.11,23600,50,23350,23650,23100,142442,명신산업
2022.03.10,23550,750,23350,23600,23050,185828,명신산업
2022.03.08,22800,700,22700,23400,22700,280623,명신산업
2022.03.22,4815,230,4615,4815,4530,1641380,문배철강
2022.03.21,4585,100,4505,4615,4505,799301,문배철강
2022.03.18,4485,130,4745,5050,4485,8218274,문배철강
2022.03.17,4355,5,4400,4400,4340,562585,문배철강
2022.03.16,4350,10,4390,4400,4330,193868,문배철강
2022.03.15,4360,20,4375,4475,4315,570267,문배철강
2022.03.14,4380,55,4335,4545,4240,1174430,문배철강
2022.03.11,4325,30,4355,4500,4255,403143,문배철강
2022.03.10,4355,20,4355,4400,4250,229731,문배철강
2022.03.08,4335,235,4495,4520,4335,668177,문배철강
2022.03.22,195500,2000,193500,196000,193500,740,미원에스씨
2022.03.21,193500,1000,197500,197500,192500,747,미원에스씨
2022.03.18,192500,2000,190500,196000,190000,1245,미원에스씨
2022.03.17,190500,500,190500,192000,187000,1842,미원에스씨
2022.03.16,190000,0,190000,192500,190000,1265,미원에스씨
2022.03.15,190000,3500,193500,194000,187500,2204,미원에스씨
2022.03.14,193500,500,196000,196000,193500,253,미원에스씨
2022.03.11,194000,500,194000,195000,193500,334,미원에스씨
2022.03.10,193500,500,192500,195000,192500,771,미원에스씨
2022.03.08,194000,0,194500,195500,192500,901,미원에스씨
2022.03.22,18000,550,17450,18000,17400,39513,민앤지
2022.03.21,17450,350,17800,17850,17300,49108,민앤지
2022.03.18,17800,150,18000,18000,17600,23724,민앤지
2022.03.17,17950,350,17750,18000,17700,30999,민앤지
2022.03.16,17600,300,17400,17600,17300,21039,민앤지
2022.03.15,17300,100,17300,17600,17300,27006,민앤지
2022.03.14,17400,150,17550,17600,17300,16928,민앤지
2022.03.11,17550,200,17350,17650,17250,14212,민앤지
2022.03.10,17350,100,17750,17750,17350,25643,민앤지
2022.03.08,17450,150,17450,17550,17350,14313,민앤지
2022.03.22,8630,0,8670,8720,8530,54453,바이옵트로
2022.03.21,8630,100,8600,8810,8390,107152,바이옵트로
2022.03.18,8530,380,8110,8630,8080,112530,바이옵트로
2022.03.17,8150,100,8200,8320,8040,126364,바이옵트로
2022.03.16,8050,260,7900,8200,7800,75366,바이옵트로
2022.03.15,7790,380,7350,8210,7350,266172,바이옵트로
2022.03.14,7410,340,7750,7750,7370,125396,바이옵트로
2022.03.11,7750,210,7970,8070,7650,154766,바이옵트로
2022.03.10,7960,60,8150,8280,7960,91001,바이옵트로
2022.03.08,8020,270,8000,8270,7900,131392,바이옵트로
2022.03.22,39500,500,39950,40200,38550,101538,바텍
2022.03.21,40000,750,41000,41000,39750,73351,바텍
2022.03.18,40750,800,40300,41600,40050,138501,바텍
2022.03.17,39950,0,40350,40800,39450,123257,바텍
2022.03.16,39950,2350,38300,40350,38000,206684,바텍
2022.03.15,37600,300,37900,38200,37100,50107,바텍
2022.03.14,37900,350,38250,38350,37700,48380,바텍
2022.03.11,38250,500,37700,38500,37450,35294,바텍
2022.03.10,37750,400,38650,39000,37300,61246,바텍
2022.03.08,38150,150,37850,39100,37300,101181,바텍
2022.03.22,39600,200,40000,40200,39150,42841,뷰웍스
2022.03.21,39800,600,39350,40300,39150,41326,뷰웍스
2022.03.18,39200,300,39600,39700,39000,35968,뷰웍스
2022.03.17,39500,250,39700,39700,39200,30309,뷰웍스
2022.03.16,39250,250,39150,39650,38850,24104,뷰웍스
2022.03.15,39000,750,38500,39300,37750,23960,뷰웍스
2022.03.14,38250,450,39000,39300,38100,18535,뷰웍스
2022.03.11,38700,150,38400,39000,38400,13447,뷰웍스
2022.03.10,38550,100,39750,39750,38300,35831,뷰웍스
2022.03.08,38650,850,38350,39100,38250,16537,뷰웍스
2022.03.22,22800,750,21900,22950,21650,1778713,비에이치
2022.03.21,22050,650,22050,22400,21500,1458110,비에이치
2022.03.18,21400,300,21200,21700,20900,784626,비에이치
2022.03.17,21100,400,21250,21400,20600,1216381,비에이치
2022.03.16,20700,1800,19200,20900,19200,2146181,비에이치
2022.03.15,18900,100,19150,19300,18700,592453,비에이치
2022.03.14,18800,650,19300,19400,18600,518253,비에이치
2022.03.11,19450,200,19550,19650,19200,241679,비에이치
2022.03.10,19650,650,19500,20100,19450,457635,비에이치
2022.03.08,19000,300,18800,19500,18750,466026,비에이치
2022.03.22,2350,30,2340,2365,2315,201831,비올
2022.03.21,2320,10,2345,2350,2305,260433,비올
2022.03.18,2330,65,2390,2390,2325,585041,비올
2022.03.17,2395,65,2340,2430,2340,632336,비올
2022.03.16,2330,70,2305,2340,2280,537672,비올
2022.03.15,2260,60,2305,2350,2255,805281,비올
2022.03.14,2320,110,2405,2440,2310,744306,비올
2022.03.11,2430,40,2470,2475,2420,469226,비올
2022.03.10,2470,5,2480,2490,2420,1271878,비올
2022.03.08,2475,115,2315,2475,2310,1150683,비올
2022.03.22,6380,90,6350,6410,6290,30302,빅솔론
2022.03.21,6290,40,6280,6390,6280,58969,빅솔론
2022.03.18,6250,10,6270,6270,6200,26183,빅솔론
2022.03.17,6240,10,6410,6410,6210,41921,빅솔론
2022.03.16,6250,170,6130,6250,6080,27946,빅솔론
2022.03.15,6080,10,6070,6100,6010,20894,빅솔론
2022.03.14,6090,60,6150,6150,6040,33098,빅솔론
2022.03.11,6150,50,6200,6200,6070,34097,빅솔론
2022.03.10,6200,160,6140,6360,6140,27432,빅솔론
2022.03.08,6040,150,6130,6180,6020,54864,빅솔론
2022.03.22,40400,100,39850,40450,39800,6012,사람인에이치알
2022.03.21,40500,350,40750,40750,39700,17810,사람인에이치알
2022.03.18,40150,850,41000,41050,40050,12145,사람인에이치알
2022.03.17,41000,250,40900,41300,40200,14998,사람인에이치알
2022.03.16,40750,50,40800,41450,39700,19157,사람인에이치알
2022.03.15,40800,650,40850,42250,40050,24803,사람인에이치알
2022.03.14,41450,100,41700,41700,39350,30614,사람인에이치알
2022.03.11,41550,1850,39500,42500,39500,22965,사람인에이치알
2022.03.10,39700,500,40450,40800,39200,18537,사람인에이치알
2022.03.08,39200,150,38900,39550,38750,7985,사람인에이치알
2022.03.22,28750,800,27850,28900,27850,43886,사조대림
2022.03.21,27950,350,27600,28100,27500,17457,사조대림
2022.03.18,27600,100,27700,27900,27450,22941,사조대림
2022.03.17,27700,700,27350,27850,27250,24397,사조대림
2022.03.16,27000,450,27000,27050,26750,14967,사조대림
2022.03.15,26550,500,27050,27600,26500,33108,사조대림
2022.03.14,27050,300,27300,27400,26850,34778,사조대림
2022.03.11,27350,0,27400,27500,27150,20175,사조대림
2022.03.10,27350,250,27600,27700,27250,17146,사조대림
2022.03.08,27100,700,27300,27550,27100,30431,사조대림
2022.03.22,27100,800,26550,27500,26400,1784038,삼성엔지니어링
2022.03.21,26300,100,26350,26700,26050,1053971,삼성엔지니어링
2022.03.18,26200,200,26200,26700,26050,1635589,삼성엔지니어링
2022.03.17,26000,550,26600,26700,25300,3048382,삼성엔지니어링
2022.03.16,26550,200,26500,26650,25650,2203281,삼성엔지니어링
2022.03.15,26350,1500,27550,27900,26200,2833918,삼성엔지니어링
2022.03.14,27850,1250,26600,27900,26350,4255756,삼성엔지니어링
2022.03.11,26600,600,26400,26950,25750,2764005,삼성엔지니어링
2022.03.10,26000,600,26150,26250,25000,4546967,삼성엔지니어링
2022.03.08,26600,150,26750,27600,26300,3804753,삼성엔지니어링
2022.03.22,41600,100,41700,41800,41500,155776,삼성증권
2022.03.21,41500,1000,42500,42500,41400,229248,삼성증권
2022.03.18,42500,50,42150,42650,41950,486881,삼성증권
2022.03.17,42550,1650,41300,42800,41300,644279,삼성증권
2022.03.16,40900,600,40700,40900,40200,340104,삼성증권
2022.03.15,40300,850,40900,41100,40050,410770,삼성증권
2022.03.14,41150,50,41000,41250,40800,224063,삼성증권
2022.03.11,41200,550,41600,41800,40700,259582,삼성증권
2022.03.10,41750,750,41900,42000,41300,353549,삼성증권
2022.03.08,41000,50,40250,41300,40250,184106,삼성증권
